seed,labeled_positive_demo_count,labeled_negative_demo_count,labeled_positive_mean,labeled_positive_min,labeled_positive_p10,labeled_positive_p50,labeled_positive_p90,labeled_positive_max,labeled_negative_mean,labeled_negative_min,labeled_negative_p10,labeled_negative_p50,labeled_negative_p90,labeled_negative_max
0,10,10,0.963483190536499,0.8928115963935852,0.9173221588134766,0.9696604609489441,0.9926435291767121,0.9930291771888733,0.035855061700567604,0.0024420558474957943,0.0062309698667377235,0.013057385105639696,0.09110945016145704,0.14429707825183868
