seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.0317615270614624,40,score_gap_posx,75,55,20,0.7333333333333333,0.693920373916626,0.8825127561887105,0.9989266991615295
0,adaptive_posmass,101.77480867327832,0.0317615270614624,40,adaptive_posmass_coverage_gap,75,55,20,0.7333333333333333,0.693920373916626,0.8825127561887105,0.9989266991615295
0,adaptive_masscap,101.77480867327832,0.0317615270614624,40,adaptive_masscap_coverage_gap,75,55,20,0.7333333333333333,0.693920373916626,0.8825127561887105,0.9989266991615295
0,top_posx2,,,20,top_posx2,20,18,2,0.9,0.9763413071632385,0.9921607911586762,0.9989266991615295
0,top_posx3,,,30,top_posx3,30,27,3,0.9,0.950874388217926,0.9817739983399709,0.9989266991615295
0,top_posx4,,,40,top_posx4,40,36,4,0.9,0.9010375738143921,0.9666751399636269,0.9989266991615295
0,neg_max,0.21570298075675964,,,neg_max,140,80,60,0.5714285714285714,0.21931377053260803,0.7053032019308635,0.9989266991615295
0,mid_mean,0.5022180011728778,,,mid_mean,108,71,37,0.6574074074074074,0.5180352926254272,0.7949506794964826,0.9989266991615295
0,mid_minpos_maxneg,0.5053911060094833,,,mid_minpos_maxneg,108,71,37,0.6574074074074074,0.5180352926254272,0.7949506794964826,0.9989266991615295
0,pos_p10,0.8704862117767334,,,pos_p10,45,40,5,0.8888888888888888,0.8711866736412048,0.9573656466272142,0.9989266991615295
0,pos_min,0.795079231262207,,,pos_min,55,46,9,0.8363636363636363,0.8017898201942444,0.9351826786994935,0.9989266991615295
