seed,labeled_positive_demo_count,labeled_negative_demo_count,labeled_positive_mean,labeled_positive_min,labeled_positive_p10,labeled_positive_p50,labeled_positive_p90,labeled_positive_max,labeled_negative_mean,labeled_negative_min,labeled_negative_p10,labeled_negative_p50,labeled_negative_p90,labeled_negative_max
0,10,10,0.9496163189411163,0.803851842880249,0.880408525466919,0.9716866314411163,0.9911608994007111,0.9972256422042847,0.0541818346362561,0.0017638218123465776,0.0022274894174188374,0.029434610158205032,0.10221615880727765,0.19308501482009888
