seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,8,2,0.8,0.9573737382888794,0.9891318500041961,0.9984925985336304
0,15,top_15,15,11,4,0.7333333333333333,0.885520875453949,0.9623877286911011,0.9984925985336304
0,20,top_20,20,14,6,0.7,0.7958499193191528,0.9279795169830323,0.9984925985336304
0,25,top_25,25,14,11,0.56,0.7449186444282532,0.8976375269889831,0.9984925985336304
0,30,top_30,30,14,16,0.4666666666666667,0.7093521356582642,0.8686302304267883,0.9984925985336304
0,35,top_35,35,15,20,0.42857142857142855,0.6869479417800903,0.8439823661531721,0.9984925985336304
0,40,top_40,40,16,24,0.4,0.6217869520187378,0.8197048991918564,0.9984925985336304
0,45,top_45,45,18,27,0.4,0.6043652892112732,0.796893568833669,0.9984925985336304
0,50,top_50,50,18,32,0.36,0.5725051164627075,0.7757016551494599,0.9984925985336304
0,60,top_60,60,18,42,0.3,0.4566519558429718,0.7301361352205277,0.9984925985336304
0,80,top_80,80,20,60,0.25,0.2066703736782074,0.6357294453307987,0.9984925985336304
