seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.050105005502700806,40,score_gap_posx,74,20,54,0.2702702702702703,0.3364410698413849,0.6669733073260333,0.9984925985336304
0,adaptive_posmass,52.54902047505588,0.050105005502700806,40,adaptive_posmass_coverage_gap,74,20,54,0.2702702702702703,0.3364410698413849,0.6669733073260333,0.9984925985336304
0,adaptive_masscap,52.54902047505588,0.050105005502700806,40,adaptive_masscap_top_estimated_mass,53,18,35,0.33962264150943394,0.5284451246261597,0.762432761912076,0.9984925985336304
0,top_posx2,,,20,top_posx2,20,14,6,0.7,0.7958499193191528,0.9279795169830323,0.9984925985336304
0,top_posx3,,,30,top_posx3,30,14,16,0.4666666666666667,0.7093521356582642,0.8686302304267883,0.9984925985336304
0,top_posx4,,,40,top_posx4,40,16,24,0.4,0.6217869520187378,0.8197048991918564,0.9984925985336304
0,neg_max,0.19308501482009888,,,neg_max,81,20,61,0.24691358024691357,0.19684210419654846,0.6303110830945733,0.9984925985336304
0,mid_mean,0.5018990767886862,,,mid_mean,55,18,37,0.32727272727272727,0.5103338360786438,0.7535354094071822,0.9984925985336304
0,mid_minpos_maxneg,0.49846842885017395,,,mid_minpos_maxneg,55,18,37,0.32727272727272727,0.5103338360786438,0.7535354094071822,0.9984925985336304
0,pos_p10,0.880408525466919,,,pos_p10,15,11,4,0.7333333333333333,0.885520875453949,0.9623877286911011,0.9984925985336304
0,pos_min,0.803851842880249,,,pos_min,19,13,6,0.6842105263157895,0.8105215430259705,0.9349337063337627,0.9984925985336304
