split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
202,state_action_positive_nn_top40,sapn40,50,40,22,18,0.550,0.550,0.225,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/sapn40/setup/config.json,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/sapn40/train,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/sapn40/eval_smoke,hn_can_s202_sapn40_seed0_train
202,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,50,40,38,2,0.950,0.950,0.025,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/hrfbh40/setup/config.json,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/hrfbh40/train,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/hrfbh40/eval_smoke,hn_can_s202_hrfbh40_seed0_train
