split_seed,candidate_id,candidate_tag,train_epochs,epoch_steps,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,success_rate,success_count,eval_episodes,avg_len,checkpoint
202,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,200,100,50,40,38,2,0.950,0.950,0.025,0.7,35,50,200.36,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/hrfbh40/train/hn_can_s202_hrfbh40_seed0_bc_rnn_e200/20260625025942/models/model_epoch_200.pth
202,state_action_positive_nn_top40,sapn40,200,100,50,40,22,18,0.550,0.550,0.225,0.54,27,50,253.66,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_200ep/split202/sapn40/train/hn_can_s202_sapn40_seed0_bc_rnn_e200/20260625025523/models/model_epoch_200.pth
