seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.9963732957839966,0.9969881236553192,0.9976680278778076
0,15,top_15,15,15,0,1.0,0.9959621429443359,0.9966849565505982,0.9976680278778076
0,20,top_20,20,20,0,1.0,0.9955432415008545,0.996416175365448,0.9976680278778076
0,25,top_25,25,25,0,1.0,0.9948007464408875,0.9961772108078003,0.9976680278778076
0,30,top_30,30,30,0,1.0,0.9939904808998108,0.9958527266979218,0.9976680278778076
0,35,top_35,35,35,0,1.0,0.9936483502388,0.9955521753856114,0.9976680278778076
0,40,top_40,40,40,0,1.0,0.9926900267601013,0.9952562779188157,0.9976680278778076
0,45,top_45,45,45,0,1.0,0.9920578002929688,0.9949286818504334,0.9976680278778076
0,50,top_50,50,50,0,1.0,0.9905303716659546,0.9945811057090759,0.9976680278778076
0,60,top_60,60,60,0,1.0,0.9881880879402161,0.993743700782458,0.9976680278778076
0,80,top_80,80,80,0,1.0,0.9807913303375244,0.9915720671415329,0.9976680278778076
