task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
can_paired,balanced_80p80b,11,classifier_topk,0,80,63,17,0.7875,90,final_can_paired_balanced_80p80b_s11_positive_plus_classifier_top_unlabeled_demos_top80_seed0_train
