seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.03921744227409363,40,score_gap_posx,68,40,28,0.5882352941176471,0.4061366021633148,0.7143038278993439,0.994364857673645
0,adaptive_posmass,56.39483996101835,0.03921744227409363,40,adaptive_posmass_coverage_gap,68,40,28,0.5882352941176471,0.4061366021633148,0.7143038278993439,0.994364857673645
0,adaptive_masscap,56.39483996101835,0.03921744227409363,40,adaptive_masscap_coverage_gap,68,40,28,0.5882352941176471,0.4061366021633148,0.7143038278993439,0.994364857673645
0,top_posx2,,,20,top_posx2,20,14,6,0.7,0.8614991307258606,0.9267294853925705,0.994364857673645
0,top_posx3,,,30,top_posx3,30,17,13,0.5666666666666667,0.7610780596733093,0.8864295244216919,0.994364857673645
0,top_posx4,,,40,top_posx4,40,22,18,0.55,0.6426699757575989,0.8444857731461525,0.994364857673645
0,neg_max,0.15847177803516388,,,neg_max,91,40,51,0.43956043956043955,0.1692267805337906,0.6018219534512405,0.994364857673645
0,mid_mean,0.4986505689099431,,,mid_mean,56,32,24,0.5714285714285714,0.5008977055549622,0.7680507046835763,0.994364857673645
0,mid_minpos_maxneg,0.5083226934075356,,,mid_minpos_maxneg,55,31,24,0.5636363636363636,0.5177412033081055,0.7729080319404602,0.994364857673645
0,pos_p10,0.8810502231121063,,,pos_p10,15,10,5,0.6666666666666666,0.8840410113334656,0.9458489696184794,0.994364857673645
0,pos_min,0.8581736087799072,,,pos_min,20,14,6,0.7,0.8614991307258606,0.9267294853925705,0.994364857673645
