setting_id,setting_label,row_role,candidate_id,candidate_family,split_count,selected_unlabeled,hidden_positive_selected,hidden_bad_selected,total_hidden_positive,total_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,selected_contamination
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_action_positive_nn_top20,positive-only,3,60,43,17,120,240,0.717,0.358,0.071,0.283
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_action_positive_nn_top40,positive-only,3,120,70,50,120,240,0.583,0.583,0.208,0.417
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_action_positive_nn_top60,positive-only,3,180,95,85,120,240,0.528,0.792,0.354,0.472
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_action_positive_nn_top80,positive-only,3,240,112,128,120,240,0.467,0.933,0.533,0.533
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_positive_nn_top20,positive-only,3,60,42,18,120,240,0.700,0.350,0.075,0.300
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_positive_nn_top40,positive-only,3,120,65,55,120,240,0.542,0.542,0.229,0.458
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_positive_nn_top60,positive-only,3,180,92,88,120,240,0.511,0.767,0.367,0.489
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,state_positive_nn_top80,positive-only,3,240,110,130,120,240,0.458,0.917,0.542,0.542
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,bad_aware_proxy_top20,bad-aware proxy,3,60,60,0,120,240,1.000,0.500,0.000,0.000
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,bad_aware_proxy_top40,bad-aware proxy,3,120,120,0,120,240,1.000,1.000,0.000,0.000
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,bad_aware_proxy_top60,bad-aware proxy,3,180,120,60,120,240,0.667,1.000,0.250,0.333
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,bad_aware_proxy_top80,bad-aware proxy,3,240,120,120,120,240,0.500,1.000,0.500,0.500
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,hybrid_intersection_pos40_badaware40,hybrid,3,70,70,0,120,240,1.000,0.583,0.000,0.000
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,hybrid_pos40_filter_badaware80,hybrid,3,86,70,16,120,240,0.814,0.583,0.067,0.186
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,hybrid_pos40_filter_badaware80_refill40,hybrid,3,120,104,16,120,240,0.867,0.867,0.067,0.133
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,hybrid_rank_fusion_badaware_heavy_top40,hybrid,3,120,113,7,120,240,0.942,0.942,0.029,0.058
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,hybrid_rank_fusion_equal_top40,hybrid,3,120,105,15,120,240,0.875,0.875,0.062,0.125
can_hard_negative_action_conflict,Can hard-negative/action-conflict,support_diagnostic,all_unlabeled_soft_reference,soft-reference,3,360,120,240,120,240,0.333,1.000,1.000,0.667
