setting_id,setting_label,row_role,split_seed,candidate_id,candidate_family,selected_unlabeled,hidden_positive_selected,hidden_bad_selected,total_hidden_positive,total_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,selected_contamination,selected_bad_hard_score_mean,selected_demo_ids,source
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,202,all_unlabeled_soft_reference,soft-reference,120,40,80,40,80,0.333,1.000,1.000,0.667,1.447,demo_29;demo_37;demo_74;demo_128;demo_144;demo_153;demo_172;demo_180;demo_196;demo_226;demo_242;demo_261;demo_270;demo_286;demo_296;demo_365;demo_453;demo_541;demo_611;demo_616;demo_631;demo_632;demo_644;demo_645;demo_647;demo_648;demo_661;demo_662;demo_667;demo_674;demo_686;demo_692;demo_696;demo_698;demo_700;demo_701;demo_702;demo_703;demo_717;demo_719;demo_731;demo_735;demo_739;demo_745;demo_753;demo_759;demo_764;demo_765;demo_775;demo_778;demo_782;demo_789;demo_792;demo_795;demo_801;demo_812;demo_831;demo_840;demo_841;demo_842;demo_853;demo_877;demo_883;demo_884;demo_886;demo_887;demo_888;demo_892;demo_893;demo_898;demo_927;demo_942;demo_949;demo_967;demo_1026;demo_1047;demo_1052;demo_1059;demo_1072;demo_1092;demo_1132;demo_1177;demo_1205;demo_1214;demo_1216;demo_1217;demo_1218;demo_1222;demo_1229;demo_1249;demo_1255;demo_1261;demo_1272;demo_1278;demo_1296;demo_1301;demo_1311;demo_1312;demo_1326;demo_1347;demo_1362;demo_1370;demo_1383;demo_1388;demo_1392;demo_1394;demo_1395;demo_1398;demo_1402;demo_1408;demo_1410;demo_1423;demo_1424;demo_1442;demo_1446;demo_1449;demo_1454;demo_1474;demo_1491;demo_1494,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split202/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_positive_nn_top20,positive-only,20,1,19,40,80,0.050,0.025,0.237,0.950,1.833,demo_1134;demo_1351;demo_1104;demo_1056;demo_234;demo_678;demo_906;demo_1146;demo_1118;demo_925;demo_710;demo_40;demo_193;demo_256;demo_58;demo_229;demo_1103;demo_1157;demo_1093;demo_296,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_action_positive_nn_top20,positive-only,20,2,18,40,80,0.100,0.050,0.225,0.900,1.804,demo_1351;demo_1134;demo_1056;demo_678;demo_1146;demo_1104;demo_906;demo_925;demo_1118;demo_234;demo_710;demo_1157;demo_1103;demo_1094;demo_711;demo_1093;demo_40;demo_229;demo_1128;demo_74,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,bad_aware_proxy_top20,bad-aware proxy,20,20,0,40,80,1.000,0.500,0.000,0.000,,demo_1398;demo_1408;demo_1222;demo_1494;demo_1047;demo_1311;demo_949;demo_1108;demo_1057;demo_1242;demo_1271;demo_1439;demo_1313;demo_1341;demo_1346;demo_1270;demo_1272;demo_1351;demo_1211;demo_541,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_positive_nn_top40,positive-only,40,4,36,40,80,0.100,0.100,0.450,0.900,1.847,demo_1134;demo_1351;demo_1104;demo_1056;demo_234;demo_678;demo_906;demo_1146;demo_1118;demo_925;demo_710;demo_40;demo_193;demo_256;demo_58;demo_229;demo_1103;demo_1157;demo_1093;demo_296;demo_96;demo_140;demo_200;demo_74;demo_711;demo_207;demo_1094;demo_166;demo_97;demo_239;demo_1128;demo_69;demo_1142;demo_66;demo_1037;demo_114;demo_697;demo_21;demo_1001;demo_112,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_action_positive_nn_top40,positive-only,40,5,35,40,80,0.125,0.125,0.438,0.875,1.842,demo_1351;demo_1134;demo_1056;demo_678;demo_1146;demo_1104;demo_906;demo_925;demo_1118;demo_234;demo_710;demo_1157;demo_1103;demo_1094;demo_711;demo_1093;demo_40;demo_229;demo_1128;demo_74;demo_193;demo_296;demo_58;demo_1037;demo_96;demo_200;demo_140;demo_256;demo_207;demo_1142;demo_166;demo_697;demo_97;demo_1001;demo_239;demo_114;demo_69;demo_1341;demo_66;demo_21,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,bad_aware_proxy_top40,bad-aware proxy,40,23,17,40,80,0.575,0.575,0.212,0.425,1.870,demo_1398;demo_1408;demo_1222;demo_1494;demo_1047;demo_1311;demo_949;demo_1108;demo_1057;demo_1242;demo_1271;demo_1439;demo_1313;demo_1341;demo_1346;demo_1270;demo_1272;demo_1351;demo_1211;demo_541;demo_584;demo_937;demo_449;demo_366;demo_74;demo_534;demo_365;demo_126;demo_1275;demo_1118;demo_146;demo_1128;demo_183;demo_1104;demo_220;demo_1157;demo_264;demo_386;demo_1314;demo_27,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_positive_nn_top60,positive-only,60,6,54,40,80,0.100,0.150,0.675,0.900,1.853,demo_1134;demo_1351;demo_1104;demo_1056;demo_234;demo_678;demo_906;demo_1146;demo_1118;demo_925;demo_710;demo_40;demo_193;demo_256;demo_58;demo_229;demo_1103;demo_1157;demo_1093;demo_296;demo_96;demo_140;demo_200;demo_74;demo_711;demo_207;demo_1094;demo_166;demo_97;demo_239;demo_1128;demo_69;demo_1142;demo_66;demo_1037;demo_114;demo_697;demo_21;demo_1001;demo_112;demo_183;demo_11;demo_180;demo_245;demo_47;demo_30;demo_902;demo_227;demo_264;demo_1;demo_937;demo_1341;demo_209;demo_1180;demo_1415;demo_164;demo_146;demo_238;demo_265;demo_5,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_action_positive_nn_top60,positive-only,60,10,50,40,80,0.167,0.250,0.625,0.833,1.846,demo_1351;demo_1134;demo_1056;demo_678;demo_1146;demo_1104;demo_906;demo_925;demo_1118;demo_234;demo_710;demo_1157;demo_1103;demo_1094;demo_711;demo_1093;demo_40;demo_229;demo_1128;demo_74;demo_193;demo_296;demo_58;demo_1037;demo_96;demo_200;demo_140;demo_256;demo_207;demo_1142;demo_166;demo_697;demo_97;demo_1001;demo_239;demo_114;demo_69;demo_1341;demo_66;demo_21;demo_902;demo_1494;demo_11;demo_183;demo_112;demo_1415;demo_245;demo_30;demo_47;demo_937;demo_264;demo_1180;demo_227;demo_1408;demo_180;demo_1311;demo_1002;demo_238;demo_1;demo_1140,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,bad_aware_proxy_top60,bad-aware proxy,60,28,32,40,80,0.467,0.700,0.400,0.533,1.828,demo_1398;demo_1408;demo_1222;demo_1494;demo_1047;demo_1311;demo_949;demo_1108;demo_1057;demo_1242;demo_1271;demo_1439;demo_1313;demo_1341;demo_1346;demo_1270;demo_1272;demo_1351;demo_1211;demo_541;demo_584;demo_937;demo_449;demo_366;demo_74;demo_534;demo_365;demo_126;demo_1275;demo_1118;demo_146;demo_1128;demo_183;demo_1104;demo_220;demo_1157;demo_264;demo_386;demo_1314;demo_27;demo_379;demo_323;demo_1146;demo_44;demo_1175;demo_532;demo_1068;demo_1;demo_1293;demo_258;demo_209;demo_381;demo_1056;demo_38;demo_1166;demo_193;demo_96;demo_348;demo_711;demo_577,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_positive_nn_top80,positive-only,80,13,67,40,80,0.163,0.325,0.838,0.838,1.858,demo_1134;demo_1351;demo_1104;demo_1056;demo_234;demo_678;demo_906;demo_1146;demo_1118;demo_925;demo_710;demo_40;demo_193;demo_256;demo_58;demo_229;demo_1103;demo_1157;demo_1093;demo_296;demo_96;demo_140;demo_200;demo_74;demo_711;demo_207;demo_1094;demo_166;demo_97;demo_239;demo_1128;demo_69;demo_1142;demo_66;demo_1037;demo_114;demo_697;demo_21;demo_1001;demo_112;demo_183;demo_11;demo_180;demo_245;demo_47;demo_30;demo_902;demo_227;demo_264;demo_1;demo_937;demo_1341;demo_209;demo_1180;demo_1415;demo_164;demo_146;demo_238;demo_265;demo_5;demo_1494;demo_1002;demo_198;demo_126;demo_1311;demo_144;demo_258;demo_70;demo_1270;demo_220;demo_44;demo_20;demo_56;demo_1140;demo_1068;demo_1408;demo_38;demo_1055;demo_1275;demo_27,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,state_action_positive_nn_top80,positive-only,80,16,64,40,80,0.200,0.400,0.800,0.800,1.863,demo_1351;demo_1134;demo_1056;demo_678;demo_1146;demo_1104;demo_906;demo_925;demo_1118;demo_234;demo_710;demo_1157;demo_1103;demo_1094;demo_711;demo_1093;demo_40;demo_229;demo_1128;demo_74;demo_193;demo_296;demo_58;demo_1037;demo_96;demo_200;demo_140;demo_256;demo_207;demo_1142;demo_166;demo_697;demo_97;demo_1001;demo_239;demo_114;demo_69;demo_1341;demo_66;demo_21;demo_902;demo_1494;demo_11;demo_183;demo_112;demo_1415;demo_245;demo_30;demo_47;demo_937;demo_264;demo_1180;demo_227;demo_1408;demo_180;demo_1311;demo_1002;demo_238;demo_1;demo_1140;demo_5;demo_1068;demo_1222;demo_164;demo_146;demo_1055;demo_209;demo_198;demo_1275;demo_126;demo_265;demo_1270;demo_44;demo_220;demo_20;demo_258;demo_144;demo_1398;demo_56;demo_379,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,bad_aware_proxy_top80,bad-aware proxy,80,35,45,40,80,0.438,0.875,0.562,0.562,1.824,demo_1398;demo_1408;demo_1222;demo_1494;demo_1047;demo_1311;demo_949;demo_1108;demo_1057;demo_1242;demo_1271;demo_1439;demo_1313;demo_1341;demo_1346;demo_1270;demo_1272;demo_1351;demo_1211;demo_541;demo_584;demo_937;demo_449;demo_366;demo_74;demo_534;demo_365;demo_126;demo_1275;demo_1118;demo_146;demo_1128;demo_183;demo_1104;demo_220;demo_1157;demo_264;demo_386;demo_1314;demo_27;demo_379;demo_323;demo_1146;demo_44;demo_1175;demo_532;demo_1068;demo_1;demo_1293;demo_258;demo_209;demo_381;demo_1056;demo_38;demo_1166;demo_193;demo_96;demo_348;demo_711;demo_577;demo_1318;demo_1289;demo_239;demo_1055;demo_207;demo_1415;demo_238;demo_403;demo_983;demo_1022;demo_1180;demo_1085;demo_903;demo_30;demo_112;demo_164;demo_70;demo_180;demo_906;demo_296,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,hybrid_intersection_pos40_badaware40,hybrid,7,3,4,40,80,0.429,0.075,0.050,0.571,1.927,demo_1351;demo_1104;demo_1118;demo_1157;demo_1128;demo_74;demo_1341,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,hybrid_pos40_filter_badaware80,hybrid,16,3,13,40,80,0.188,0.075,0.163,0.812,1.855,demo_1351;demo_1056;demo_1146;demo_1104;demo_906;demo_1118;demo_1157;demo_711;demo_1128;demo_74;demo_193;demo_296;demo_96;demo_207;demo_239;demo_1341,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,hybrid_pos40_filter_badaware80_refill40,hybrid,40,22,18,40,80,0.550,0.550,0.225,0.450,1.855,demo_1351;demo_1056;demo_1146;demo_1104;demo_906;demo_1118;demo_1157;demo_711;demo_1128;demo_74;demo_193;demo_296;demo_96;demo_207;demo_239;demo_1341;demo_1398;demo_1408;demo_1222;demo_1494;demo_1047;demo_1311;demo_949;demo_1108;demo_1057;demo_1242;demo_1271;demo_1439;demo_1313;demo_1346;demo_1270;demo_1272;demo_1211;demo_541;demo_584;demo_937;demo_449;demo_366;demo_534;demo_365,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,hybrid_rank_fusion_equal_top40,hybrid,40,14,26,40,80,0.350,0.350,0.325,0.650,1.808,demo_1351;demo_1118;demo_1104;demo_74;demo_1494;demo_1157;demo_1146;demo_1128;demo_1341;demo_1408;demo_1056;demo_1311;demo_1222;demo_937;demo_711;demo_183;demo_193;demo_1398;demo_96;demo_906;demo_1270;demo_264;demo_925;demo_207;demo_146;demo_126;demo_1275;demo_239;demo_678;demo_229;demo_1134;demo_1211;demo_1242;demo_296;demo_1057;demo_1;demo_1271;demo_220;demo_1068;demo_58,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,hybrid_rank_fusion_badaware_heavy_top40,hybrid,40,21,19,40,80,0.525,0.525,0.237,0.475,1.868,demo_1351;demo_1494;demo_1408;demo_1341;demo_1118;demo_74;demo_1311;demo_1222;demo_1104;demo_1128;demo_1157;demo_1398;demo_1146;demo_937;demo_1056;demo_1270;demo_183;demo_1242;demo_1057;demo_1211;demo_1271;demo_264;demo_1108;demo_126;demo_146;demo_1275;demo_711;demo_193;demo_1313;demo_1047;demo_96;demo_949;demo_1439;demo_1272;demo_1346;demo_220;demo_534;demo_1;demo_1068;demo_207,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
lift_hard_negative_action_conflict,Lift hard-negative/action-conflict,support_diagnostic,303,all_unlabeled_soft_reference,soft-reference,120,40,80,40,80,0.333,1.000,1.000,0.667,1.837,demo_1;demo_5;demo_11;demo_20;demo_21;demo_27;demo_30;demo_38;demo_40;demo_44;demo_47;demo_56;demo_58;demo_66;demo_69;demo_70;demo_74;demo_96;demo_97;demo_112;demo_114;demo_126;demo_140;demo_144;demo_146;demo_164;demo_166;demo_180;demo_183;demo_193;demo_198;demo_200;demo_207;demo_209;demo_220;demo_227;demo_229;demo_234;demo_238;demo_239;demo_245;demo_256;demo_258;demo_264;demo_265;demo_290;demo_296;demo_323;demo_348;demo_365;demo_366;demo_379;demo_381;demo_386;demo_403;demo_449;demo_532;demo_534;demo_541;demo_577;demo_584;demo_678;demo_697;demo_710;demo_711;demo_902;demo_903;demo_906;demo_925;demo_937;demo_949;demo_972;demo_983;demo_1001;demo_1002;demo_1022;demo_1029;demo_1037;demo_1047;demo_1055;demo_1056;demo_1057;demo_1068;demo_1085;demo_1093;demo_1094;demo_1103;demo_1104;demo_1108;demo_1118;demo_1128;demo_1134;demo_1140;demo_1142;demo_1146;demo_1157;demo_1166;demo_1175;demo_1180;demo_1211;demo_1222;demo_1242;demo_1270;demo_1271;demo_1272;demo_1275;demo_1289;demo_1293;demo_1311;demo_1313;demo_1314;demo_1318;demo_1341;demo_1346;demo_1351;demo_1398;demo_1408;demo_1415;demo_1439;demo_1494,results/final_paper/ablations/lift_hard_negative_action_conflict_splits/split303/split_indices.json
