seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,5,top_5,5,5,0,1.0,0.9973830580711365,0.9980704188346863,0.99875408411026
0,10,top_10,10,10,0,1.0,0.9909385442733765,0.9953719198703765,0.99875408411026
0,15,top_15,15,15,0,1.0,0.9848818182945251,0.9927316268285116,0.99875408411026
0,20,top_20,20,20,0,1.0,0.9738874435424805,0.9889661490917205,0.99875408411026
0,25,top_25,25,25,0,1.0,0.9529252052307129,0.9833618545532227,0.99875408411026
0,30,top_30,30,30,0,1.0,0.9167231321334839,0.9744982481002807,0.99875408411026
0,35,top_35,35,35,0,1.0,0.8201647400856018,0.9612052917480469,0.99875408411026
0,40,top_40,40,35,5,0.875,0.4330582916736603,0.9125764451920986,0.99875408411026
0,50,top_50,50,35,15,0.7,0.11922750622034073,0.7764831776916981,0.99875408411026
0,60,top_60,60,35,25,0.5833333333333334,0.04512787610292435,0.6594469926009575,0.99875408411026
0,70,top_70,70,35,35,0.5,0.00617480231449008,0.5689651118125767,0.99875408411026
1,5,top_5,5,5,0,1.0,0.9971983432769775,0.9980116724967957,0.9987578988075256
1,10,top_10,10,10,0,1.0,0.9913336038589478,0.9959033906459809,0.9987578988075256
1,15,top_15,15,15,0,1.0,0.9852631092071533,0.9931301355361939,0.9987578988075256
1,20,top_20,20,20,0,1.0,0.9752383232116699,0.9899661868810654,0.9987578988075256
1,25,top_25,25,25,0,1.0,0.956177294254303,0.9848926568031311,0.9987578988075256
1,30,top_30,30,30,0,1.0,0.9188196659088135,0.9765418966611227,0.9987578988075256
1,35,top_35,35,35,0,1.0,0.88330078125,0.9657974771090916,0.9987578988075256
1,40,top_40,40,35,5,0.875,0.4834095239639282,0.9144998006522655,0.9987578988075256
1,50,top_50,50,35,15,0.7,0.12177152186632156,0.7768221189081669,0.9987578988075256
1,60,top_60,60,35,25,0.5833333333333334,0.03829135373234749,0.65982937819014,0.9987578988075256
1,70,top_70,70,35,35,0.5,0.004925076849758625,0.5687020153073328,0.9987578988075256
2,5,top_5,5,5,0,1.0,0.9973053932189941,0.9981819868087769,0.9987214803695679
2,10,top_10,10,10,0,1.0,0.9869937300682068,0.9949853003025055,0.9987214803695679
2,15,top_15,15,15,0,1.0,0.9787235856056213,0.99056001106898,0.9987214803695679
2,20,top_20,20,20,0,1.0,0.9632331132888794,0.9856757700443268,0.9987214803695679
2,25,top_25,25,25,0,1.0,0.9427657127380371,0.978522355556488,0.9987214803695679
2,30,top_30,30,30,0,1.0,0.9227500557899475,0.9709236284097036,0.9987214803695679
2,35,top_35,35,35,0,1.0,0.8609682321548462,0.9584336689540318,0.9987214803695679
2,40,top_40,40,35,5,0.875,0.4920707941055298,0.9150201067328453,0.9987214803695679
2,50,top_50,50,35,15,0.7,0.10894323140382767,0.7822814658284187,0.9987214803695679
2,60,top_60,60,35,25,0.5833333333333334,0.03536248579621315,0.6649346044907968,0.9987214803695679
2,70,top_70,70,35,35,0.5,0.00301727163605392,0.5728322965325787,0.9987214803695679
