seed,bad_frac,method,success_rate,trap_rate,avg_return,avg_len
0,0.25,bc_positive,0.0,0.0,-0.5999999046325684,60.0
0,0.25,bc_pos_unlabeled,0.0,0.0,-0.5999999046325684,60.0
0,0.25,bc_all,0.0,0.0,-0.5999999046325684,60.0
0,0.25,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
0,0.25,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
0,0.25,neural_tri_piql_greedy_q_diagnostic,0.0,0.0,-0.5999999046325684,60.0
1,0.25,bc_positive,0.0,0.0,-0.5999999046325684,60.0
1,0.25,bc_pos_unlabeled,0.0,0.0,-0.5999999046325684,60.0
1,0.25,bc_all,0.0,0.0,-0.5999999046325684,60.0
1,0.25,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
1,0.25,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
1,0.25,neural_tri_piql_greedy_q_diagnostic,0.0,0.0,-0.5999999046325684,60.0
2,0.25,bc_positive,0.0,0.0,-0.5999999046325684,60.0
2,0.25,bc_pos_unlabeled,0.0,0.0,-0.5999999046325684,60.0
2,0.25,bc_all,0.0,0.0,-0.5999999046325684,60.0
2,0.25,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
2,0.25,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
2,0.25,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
0,0.5,bc_positive,0.0,0.0,-0.5999999046325684,60.0
0,0.5,bc_pos_unlabeled,0.0,0.0,-0.5999999046325684,60.0
0,0.5,bc_all,0.0,0.0,-0.5999999046325684,60.0
0,0.5,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
0,0.5,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
0,0.5,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
1,0.5,bc_positive,0.0,0.0,-0.5999999046325684,60.0
1,0.5,bc_pos_unlabeled,0.0,0.0,-0.5999999046325684,60.0
1,0.5,bc_all,0.0,0.0,-0.5999999046325684,60.0
1,0.5,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
1,0.5,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
1,0.5,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
2,0.5,bc_positive,0.0,0.0,-0.5999999046325684,60.0
2,0.5,bc_pos_unlabeled,0.0,0.0,-0.5999999046325684,60.0
2,0.5,bc_all,0.0,0.0,-0.5999999046325684,60.0
2,0.5,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
2,0.5,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
2,0.5,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
0,0.75,bc_positive,0.0,0.0,-0.5999999046325684,60.0
0,0.75,bc_pos_unlabeled,0.0,1.0,-1.2799999713897705,28.0
0,0.75,bc_all,0.0,1.0,-1.2799999713897705,28.0
0,0.75,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
0,0.75,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
0,0.75,neural_tri_piql_greedy_q_diagnostic,0.0,0.0,-0.5999999046325684,60.0
1,0.75,bc_positive,0.0,0.0,-0.5999999046325684,60.0
1,0.75,bc_pos_unlabeled,0.0,1.0,-1.2799999713897705,28.0
1,0.75,bc_all,0.0,1.0,-1.2799999713897705,28.0
1,0.75,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
1,0.75,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
1,0.75,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
2,0.75,bc_positive,0.0,0.0,-0.5999999046325684,60.0
2,0.75,bc_pos_unlabeled,0.0,1.0,-1.2799999713897705,28.0
2,0.75,bc_all,0.0,1.0,-1.2799999713897705,28.0
2,0.75,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
2,0.75,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
2,0.75,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
0,0.9,bc_positive,0.0,0.0,-0.5999999046325684,60.0
0,0.9,bc_pos_unlabeled,0.0,1.0,-1.2799999713897705,28.0
0,0.9,bc_all,0.0,1.0,-1.2799999713897705,28.0
0,0.9,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
0,0.9,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
0,0.9,neural_tri_piql_greedy_q_diagnostic,0.0,0.0,-0.5999999046325684,60.0
1,0.9,bc_positive,0.0,0.0,-0.5999999046325684,60.0
1,0.9,bc_pos_unlabeled,0.0,1.0,-1.2799999713897705,28.0
1,0.9,bc_all,0.0,1.0,-1.2799999713897705,28.0
1,0.9,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
1,0.9,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
1,0.9,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
2,0.9,bc_positive,0.0,0.0,-0.5999999046325684,60.0
2,0.9,bc_pos_unlabeled,0.0,1.0,-1.2799999713897705,28.0
2,0.9,bc_all,0.0,1.0,-1.2799999713897705,28.0
2,0.9,weighted_bc,0.0,0.0,-0.5999999046325684,60.0
2,0.9,neural_tri_piql_awbc,1.0,0.0,0.5999999642372131,40.0
2,0.9,neural_tri_piql_greedy_q_diagnostic,1.0,0.0,0.5999999642372131,40.0
