split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
303,state_action_positive_nn_top40,sapn40,50,40,32,8,0.800,0.800,0.100,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/sapn40/setup/config.json,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/sapn40/train,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/sapn40/eval_smoke,hn_can_s303_sapn40_seed0_train
303,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,50,40,39,1,0.975,0.975,0.013,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/hrfbh40/setup/config.json,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/hrfbh40/train,results/final_paper/ablations/hard_negative_can_endpoint_200ep/split303/hrfbh40/eval_smoke,hn_can_s303_hrfbh40_seed0_train
