candidate_id,num_splits,success_count,eval_episodes,success_rate,mean_support_purity,mean_hidden_positive_recall,mean_hidden_bad_admission,selected_hidden_positive,selected_hidden_bad,avg_len
prefix_bad_aware_state_top80,3,119,150,0.7933333333333333,0.8126666666666668,0.8126666666666668,0.18733333333333335,195,45,171.33333333333334
prefix_state_action_nn_top80,3,6,150,0.04,0.1546666666666667,0.1546666666666667,0.8463333333333334,37,203,388.32
