seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.01969534158706665,40,score_gap_posx,73,67,6,0.9178082191780822,0.5699806213378906,0.7241660078910932,0.9103220701217651
0,adaptive_posmass,82.32520663291139,0.01969534158706665,40,adaptive_posmass_coverage_gap,73,67,6,0.9178082191780822,0.5699806213378906,0.7241660078910932,0.9103220701217651
0,adaptive_masscap,82.32520663291139,0.01969534158706665,40,adaptive_masscap_coverage_gap,73,67,6,0.9178082191780822,0.5699806213378906,0.7241660078910932,0.9103220701217651
0,top_posx2,,,20,top_posx2,20,20,0,1.0,0.7941805720329285,0.8412068963050843,0.9103220701217651
0,top_posx3,,,30,top_posx3,30,30,0,1.0,0.7615842223167419,0.8179232776165009,0.9103220701217651
0,top_posx4,,,40,top_posx4,40,40,0,1.0,0.7068200707435608,0.7955948784947395,0.9103220701217651
0,neg_max,0.28610408306121826,,,neg_max,122,80,42,0.6557377049180327,0.28886663913726807,0.6119016924353896,0.9103220701217651
0,mid_mean,0.5024665426462889,,,mid_mean,89,75,14,0.8426966292134831,0.5093897581100464,0.6888074104705554,0.9103220701217651
0,mid_minpos_maxneg,0.5046352446079254,,,mid_minpos_maxneg,89,75,14,0.8426966292134831,0.5093897581100464,0.6888074104705554,0.9103220701217651
0,pos_p10,0.7414318203926087,,,pos_p10,33,33,0,1.0,0.7474926710128784,0.8117915698976228,0.9103220701217651
0,pos_min,0.7231664061546326,,,pos_min,34,34,0,1.0,0.7233996391296387,0.8091918072279762,0.9103220701217651
1,score_gap_posx,,0.02066558599472046,40,score_gap_posx,45,45,0,1.0,0.6903260350227356,0.7971914635764228,0.9403827786445618
1,adaptive_posmass,84.59686269177442,0.02066558599472046,40,adaptive_posmass_coverage_gap,45,45,0,1.0,0.6903260350227356,0.7971914635764228,0.9403827786445618
1,adaptive_masscap,84.59686269177442,0.02066558599472046,40,adaptive_masscap_coverage_gap,45,45,0,1.0,0.6903260350227356,0.7971914635764228,0.9403827786445618
1,top_posx2,,,20,top_posx2,20,20,0,1.0,0.8099285960197449,0.862580406665802,0.9403827786445618
1,top_posx3,,,30,top_posx3,30,30,0,1.0,0.7582954168319702,0.8345452050367991,0.9403827786445618
1,top_posx4,,,40,top_posx4,40,40,0,1.0,0.7131102085113525,0.8098907202482224,0.9403827786445618
1,neg_max,0.28945448994636536,,,neg_max,122,80,42,0.6557377049180327,0.30142584443092346,0.6212275985811577,0.9403827786445618
1,mid_mean,0.49525923505425457,,,mid_mean,91,75,16,0.8241758241758241,0.4959600567817688,0.6911462643644312,0.9403827786445618
1,mid_minpos_maxneg,0.514566645026207,,,mid_minpos_maxneg,84,73,11,0.8690476190476191,0.5195848941802979,0.7069255276804879,0.9403827786445618
1,pos_p10,0.753742104768753,,,pos_p10,32,32,0,1.0,0.7551450729370117,0.8296055067330599,0.9403827786445618
1,pos_min,0.7396788001060486,,,pos_min,34,34,0,1.0,0.7466170787811279,0.8247547991135541,0.9403827786445618
2,score_gap_posx,,0.016429603099822998,40,score_gap_posx,66,65,1,0.9848484848484849,0.589424192905426,0.7294957240422567,0.8913596272468567
2,adaptive_posmass,80.35577807088853,0.016429603099822998,40,adaptive_posmass_coverage_gap,66,65,1,0.9848484848484849,0.589424192905426,0.7294957240422567,0.8913596272468567
2,adaptive_masscap,80.35577807088853,0.016429603099822998,40,adaptive_masscap_coverage_gap,66,65,1,0.9848484848484849,0.589424192905426,0.7294957240422567,0.8913596272468567
2,top_posx2,,,20,top_posx2,20,20,0,1.0,0.7838529348373413,0.8207841604948044,0.8913596272468567
2,top_posx3,,,30,top_posx3,30,30,0,1.0,0.7507338523864746,0.8034336864948273,0.8913596272468567
2,top_posx4,,,40,top_posx4,40,40,0,1.0,0.6901065707206726,0.7827562689781189,0.8913596272468567
2,neg_max,0.3087306320667267,,,neg_max,117,80,37,0.6837606837606838,0.31032079458236694,0.614525010697862,0.8913596272468567
2,mid_mean,0.5005899127572775,,,mid_mean,83,75,8,0.9036144578313253,0.5056748390197754,0.6920837501445448,0.8913596272468567
2,mid_minpos_maxneg,0.5250175446271896,,,mid_minpos_maxneg,79,74,5,0.9367088607594937,0.5286608934402466,0.7010870485366145,0.8913596272468567
2,pos_p10,0.7487994074821472,,,pos_p10,30,30,0,1.0,0.7507338523864746,0.8034336864948273,0.8913596272468567
2,pos_min,0.7413044571876526,,,pos_min,30,30,0,1.0,0.7507338523864746,0.8034336864948273,0.8913596272468567
