seed,labeled_positive_demo_count,labeled_negative_demo_count,labeled_positive_mean,labeled_positive_min,labeled_positive_p10,labeled_positive_p50,labeled_positive_p90,labeled_positive_max,labeled_negative_mean,labeled_negative_min,labeled_negative_p10,labeled_negative_p50,labeled_negative_p90,labeled_negative_max
0,10,10,0.82299884557724,0.7231664061546326,0.7414318203926087,0.8104778230190277,0.9167028546333313,0.9235724210739136,0.18193423971533776,0.10571468621492386,0.12372630313038827,0.16442716121673584,0.2658747285604477,0.28610408306121826
1,10,10,0.8168541669845581,0.7396788001060486,0.753742104768753,0.8039384484291077,0.9102831304073333,0.9189019799232483,0.17366430312395095,0.09361580014228821,0.09490350186824799,0.15386231988668442,0.2745308935642242,0.28945448994636536
2,10,10,0.8180728614330292,0.7413044571876526,0.7487994074821472,0.8150958120822906,0.9034113228321076,0.9130607843399048,0.1831069640815258,0.09491046518087387,0.12386254444718361,0.15732253342866898,0.2921772450208664,0.3087306320667267
