seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.8402228355407715,0.8657054245471955,0.9103220701217651
0,15,top_15,15,15,0,1.0,0.815761923789978,0.854458753267924,0.9103220701217651
0,20,top_20,20,20,0,1.0,0.7941805720329285,0.8412068963050843,0.9103220701217651
0,25,top_25,25,25,0,1.0,0.771928608417511,0.8282952499389649,0.9103220701217651
0,30,top_30,30,30,0,1.0,0.7615842223167419,0.8179232776165009,0.9103220701217651
0,35,top_35,35,35,0,1.0,0.7231376767158508,0.8067331177847726,0.9103220701217651
0,40,top_40,40,40,0,1.0,0.7068200707435608,0.7955948784947395,0.9103220701217651
0,45,top_45,45,45,0,1.0,0.686241090297699,0.7845834255218506,0.9103220701217651
0,50,top_50,50,49,1,0.98,0.6666598916053772,0.7735296273231507,0.9103220701217651
0,60,top_60,60,59,1,0.9833333333333333,0.6282614469528198,0.7519418438275655,0.9103220701217651
0,80,top_80,80,72,8,0.9,0.5288740396499634,0.7081220485270023,0.9103220701217651
1,10,top_10,10,10,0,1.0,0.8657030463218689,0.8903574645519257,0.9403827786445618
1,15,top_15,15,15,0,1.0,0.8356163501739502,0.8764216383298238,0.9403827786445618
1,20,top_20,20,20,0,1.0,0.8099285960197449,0.862580406665802,0.9403827786445618
1,25,top_25,25,25,0,1.0,0.7860248684883118,0.8485727310180664,0.9403827786445618
1,30,top_30,30,30,0,1.0,0.7582954168319702,0.8345452050367991,0.9403827786445618
1,35,top_35,35,35,0,1.0,0.7376613020896912,0.8222664134843009,0.9403827786445618
1,40,top_40,40,40,0,1.0,0.7131102085113525,0.8098907202482224,0.9403827786445618
1,45,top_45,45,45,0,1.0,0.6903260350227356,0.7971914635764228,0.9403827786445618
1,50,top_50,50,50,0,1.0,0.6637709736824036,0.7842138040065766,0.9403827786445618
1,60,top_60,60,59,1,0.9833333333333333,0.6229421496391296,0.7605853716532389,0.9403827786445618
1,80,top_80,80,70,10,0.875,0.5334497094154358,0.7160318836569786,0.9403827786445618
2,10,top_10,10,10,0,1.0,0.7997680306434631,0.8475326299667358,0.8913596272468567
2,15,top_15,15,15,0,1.0,0.7964061498641968,0.8310727794965108,0.8913596272468567
2,20,top_20,20,20,0,1.0,0.7838529348373413,0.8207841604948044,0.8913596272468567
2,25,top_25,25,25,0,1.0,0.7721717357635498,0.8116647601127625,0.8913596272468567
2,30,top_30,30,30,0,1.0,0.7507338523864746,0.8034336864948273,0.8913596272468567
2,35,top_35,35,35,0,1.0,0.7267666459083557,0.7932269488062177,0.8913596272468567
2,40,top_40,40,40,0,1.0,0.6901065707206726,0.7827562689781189,0.8913596272468567
2,45,top_45,45,45,0,1.0,0.6820125579833984,0.7720618804295858,0.8913596272468567
2,50,top_50,50,50,0,1.0,0.6661718487739563,0.7623313629627227,0.8913596272468567
2,60,top_60,60,60,0,1.0,0.6138457655906677,0.742128383119901,0.8913596272468567
2,80,top_80,80,74,6,0.925,0.5197629928588867,0.6988204978406429,0.8913596272468567
