split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
505,positive_nn_risk_union_top40,positive_nn_risk_union_top40,54,44,40,4,0.909,1.000,0.050,results/final_paper_v02/ablations/v02_fresh_endpoint_200ep_can40/split505/positive_nn_risk_union_top40/setup/config.json,results/final_paper_v02/ablations/v02_fresh_endpoint_200ep_can40/split505/positive_nn_risk_union_top40/train,results/final_paper_v02/ablations/v02_fresh_endpoint_200ep_can40/split505/positive_nn_risk_union_top40/eval_smoke,v02fresh_can40_s505_positive_nn_risk_union_top40_seed0_train
