seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.9950490593910217,0.9959870457649231,0.9965934157371521
0,15,top_15,15,15,0,1.0,0.9938158392906189,0.9953900853792826,0.9965934157371521
0,20,top_20,20,20,0,1.0,0.9924719333648682,0.9947794407606125,0.9965934157371521
0,25,top_25,25,25,0,1.0,0.9910671710968018,0.9941822528839112,0.9965934157371521
0,30,top_30,30,30,0,1.0,0.9902585744857788,0.9935798565546672,0.9965934157371521
0,35,top_35,35,35,0,1.0,0.989615261554718,0.9930463824953352,0.9965934157371521
0,40,top_40,40,40,0,1.0,0.9863467216491699,0.9923617333173752,0.9965934157371521
0,45,top_45,45,45,0,1.0,0.9840409159660339,0.9915283521016439,0.9965934157371521
0,50,top_50,50,50,0,1.0,0.9824239015579224,0.9906989240646362,0.9965934157371521
0,60,top_60,60,60,0,1.0,0.9791628122329712,0.989094219605128,0.9965934157371521
0,80,top_80,80,77,3,0.9625,0.9728277325630188,0.9858448572456837,0.9965934157371521
