seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,9,1,0.9,0.948794960975647,0.9817930877208709,0.997957170009613
0,15,top_15,15,13,2,0.8666666666666667,0.9095460176467896,0.9608343601226806,0.997957170009613
0,20,top_20,20,18,2,0.9,0.853103756904602,0.9413646101951599,0.997957170009613
0,25,top_25,25,23,2,0.92,0.7953247427940369,0.9160831332206726,0.997957170009613
0,30,top_30,30,26,4,0.8666666666666667,0.7759515643119812,0.8933627963066101,0.997957170009613
0,35,top_35,35,30,5,0.8571428571428571,0.7502973079681396,0.8742777381624495,0.997957170009613
0,40,top_40,40,35,5,0.875,0.7422611713409424,0.8580929294228554,0.997957170009613
0,45,top_45,45,40,5,0.8888888888888888,0.7093949913978577,0.8429262797037761,0.997957170009613
0,50,top_50,50,43,7,0.86,0.6968890428543091,0.8287312746047973,0.997957170009613
0,60,top_60,60,51,9,0.85,0.6312304139137268,0.7994913548231125,0.997957170009613
0,80,top_80,80,63,17,0.7875,0.5781918168067932,0.7512825168669224,0.997957170009613
