split_seed,candidate_id,candidate_tag,train_epochs,epoch_steps,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,success_rate,success_count,eval_episodes,avg_len,checkpoint
101,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,50,100,50,40,36,4,0.900,0.900,0.050,0.4,4,10,287.9,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/hrfbh40/train/hn_can_s101_hrfbh40_seed0_bc_rnn_e50/20260625022253/models/model_epoch_50.pth
101,bad_aware_proxy_top40,bap40,50,100,50,40,40,0,1.000,1.000,0.000,0.1,1,10,373.3,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/bap40/train/hn_can_s101_bap40_seed0_bc_rnn_e50/20260625022133/models/model_epoch_50.pth
101,state_action_positive_nn_top40,sapn40,50,100,50,40,16,24,0.400,0.400,0.300,0.0,0,10,400.0,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/sapn40/train/hn_can_s101_sapn40_seed0_bc_rnn_e50/20260625022012/models/model_epoch_50.pth
