split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
101,state_action_positive_nn_top40,sapn40,50,40,16,24,0.400,0.400,0.300,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/sapn40/setup/config.json,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/sapn40/train,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/sapn40/eval_smoke,hn_can_s101_sapn40_seed0_train
101,bad_aware_proxy_top40,bap40,50,40,40,0,1.000,1.000,0.000,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/bap40/setup/config.json,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/bap40/train,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/bap40/eval_smoke,hn_can_s101_bap40_seed0_train
101,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,50,40,36,4,0.900,0.900,0.050,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/hrfbh40/setup/config.json,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/hrfbh40/train,/home/eston/tri-piql/results/final_paper/ablations/hard_negative_can_endpoint_smoke/split101/hrfbh40/eval_smoke,hn_can_s101_hrfbh40_seed0_train
