method,success_rate,avg_return,avg_len
gmm_mode_positive_plus_classifier_diverse_unlabeled_demos,0.0,0.0,20.0
gmm_mean_positive_plus_classifier_diverse_unlabeled_demos,0.0,0.0,20.0
gmm_classifier_rerank_positive_plus_classifier_diverse_unlabeled_demos,0.0,0.0,20.0
