seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.04051440954208374,40,score_gap_posx,64,46,18,0.71875,0.5605782866477966,0.7661435911431909,0.9985794425010681
0,adaptive_posmass,71.64579689296593,0.04051440954208374,40,adaptive_posmass_coverage_gap,64,46,18,0.71875,0.5605782866477966,0.7661435911431909,0.9985794425010681
0,adaptive_masscap,71.64579689296593,0.04051440954208374,40,adaptive_masscap_coverage_gap,64,46,18,0.71875,0.5605782866477966,0.7661435911431909,0.9985794425010681
0,top_posx2,,,20,top_posx2,20,16,4,0.8,0.8333576917648315,0.9101916760206222,0.9985794425010681
0,top_posx3,,,30,top_posx3,30,23,7,0.7666666666666667,0.7867569923400879,0.8763773222764333,0.9985794425010681
0,top_posx4,,,40,top_posx4,40,29,11,0.725,0.7040678858757019,0.8415343791246415,0.9985794425010681
0,neg_max,0.1090804934501648,,,neg_max,134,79,55,0.5895522388059702,0.11166995763778687,0.5247816098158928,0.9985794425010681
0,mid_mean,0.49448847011663016,,,mid_mean,69,47,22,0.6811594202898551,0.49604740738868713,0.7474196078120798,0.9985794425010681
0,mid_minpos_maxneg,0.45693978667259216,,,mid_minpos_maxneg,71,48,23,0.676056338028169,0.4609236717224121,0.7393629567723878,0.9985794425010681
0,pos_p10,0.8908724009990692,,,pos_p10,11,8,3,0.7272727272727273,0.8952226638793945,0.9508821747519753,0.9985794425010681
0,pos_min,0.8047990798950195,,,pos_min,25,20,5,0.8,0.8073500990867615,0.8927222394943237,0.9985794425010681
1,score_gap_posx,,0.030963540077209473,40,score_gap_posx,67,46,21,0.6865671641791045,0.5681928396224976,0.7696884674812431,0.9996739625930786
1,adaptive_posmass,73.35826690733508,0.030963540077209473,40,adaptive_posmass_coverage_gap,67,46,21,0.6865671641791045,0.5681928396224976,0.7696884674812431,0.9996739625930786
1,adaptive_masscap,73.35826690733508,0.030963540077209473,40,adaptive_masscap_coverage_gap,67,46,21,0.6865671641791045,0.5681928396224976,0.7696884674812431,0.9996739625930786
1,top_posx2,,,20,top_posx2,20,16,4,0.8,0.8474634885787964,0.9131508439779281,0.9996739625930786
1,top_posx3,,,30,top_posx3,30,24,6,0.8,0.8095433712005615,0.8837297022342682,0.9996739625930786
1,top_posx4,,,40,top_posx4,40,30,10,0.75,0.7336140871047974,0.8538896188139915,0.9996739625930786
1,neg_max,0.11078803241252899,,,neg_max,130,78,52,0.6,0.11692681908607483,0.5490697028545233,0.9996739625930786
1,mid_mean,0.49457564526237546,,,mid_mean,72,49,23,0.6805555555555556,0.4952126443386078,0.7518416084349155,0.9996739625930786
1,mid_minpos_maxneg,0.45290788263082504,,,mid_minpos_maxneg,75,51,24,0.68,0.4569634795188904,0.7402382473150889,0.9996739625930786
1,pos_p10,0.8927124977111817,,,pos_p10,11,7,4,0.6363636363636364,0.9025771617889404,0.9534844864498485,0.9996739625930786
1,pos_min,0.7950277328491211,,,pos_min,32,25,7,0.78125,0.7976460456848145,0.8786463923752308,0.9996739625930786
2,score_gap_posx,,0.044477880001068115,40,score_gap_posx,63,46,17,0.7301587301587301,0.5959243178367615,0.7984848637429495,0.9994714260101318
2,adaptive_posmass,74.25432887623897,0.044477880001068115,40,adaptive_posmass_coverage_gap,63,46,17,0.7301587301587301,0.5959243178367615,0.7984848637429495,0.9994714260101318
2,adaptive_masscap,74.25432887623897,0.044477880001068115,40,adaptive_masscap_coverage_gap,63,46,17,0.7301587301587301,0.5959243178367615,0.7984848637429495,0.9994714260101318
2,top_posx2,,,20,top_posx2,20,16,4,0.8,0.8639388084411621,0.921733096241951,0.9994714260101318
2,top_posx3,,,30,top_posx3,30,25,5,0.8333333333333334,0.7985771894454956,0.8967801411946614,0.9994714260101318
2,top_posx4,,,40,top_posx4,40,30,10,0.75,0.744612455368042,0.8660686388611794,0.9994714260101318
2,neg_max,0.12390066683292389,,,neg_max,130,78,52,0.6,0.12404049932956696,0.5601583359333185,0.9994714260101318
2,mid_mean,0.49850448383949697,,,mid_mean,70,49,21,0.7,0.5066303014755249,0.7724377419267382,0.9994714260101318
2,mid_minpos_maxneg,0.4667716696858406,,,mid_minpos_maxneg,72,50,22,0.6944444444444444,0.48886752128601074,0.7646821873883406,0.9994714260101318
2,pos_p10,0.8947223424911499,,,pos_p10,12,8,4,0.6666666666666666,0.9066627621650696,0.9538936465978622,0.9994714260101318
2,pos_min,0.8096426725387573,,,pos_min,29,24,5,0.8275862068965517,0.8418939709663391,0.9001664498756672,0.9994714260101318
