task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
lift_mg,mg_sparse,11,classifier_topk,0,160,154,6,0.9625,170,final_lift_mg_mg_sparse_s11_positive_plus_classifier_top_unlabeled_demos_top160_seed0_train
