seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.0005932450294494629,40,score_gap_posx,70,57,13,0.8142857142857143,0.98836749792099,0.9915224373340606,0.9954630732536316
0,adaptive_posmass,619.818616865636,0.0005932450294494629,40,adaptive_posmass_coverage_gap,70,57,13,0.8142857142857143,0.98836749792099,0.9915224373340606,0.9954630732536316
0,adaptive_masscap,619.818616865636,0.0005932450294494629,40,adaptive_masscap_coverage_gap,70,57,13,0.8142857142857143,0.98836749792099,0.9915224373340606,0.9954630732536316
0,top_posx2,,,20,top_posx2,20,18,2,0.9,0.9926058053970337,0.9937367498874664,0.9954630732536316
0,top_posx3,,,30,top_posx3,30,24,6,0.8,0.9917614459991455,0.993232923746109,0.9954630732536316
0,top_posx4,,,40,top_posx4,40,33,7,0.825,0.9913841485977173,0.9928081512451172,0.9954630732536316
0,neg_max,0.21386297047138214,,,neg_max,871,273,598,0.31343283582089554,0.21586838364601135,0.6744114865220647,0.9954630732536316
0,mid_mean,0.5036037501995452,,,mid_mean,582,248,334,0.4261168384879725,0.50568026304245,0.8353026290120128,0.9954630732536316
0,mid_minpos_maxneg,0.5470005646348,,,mid_minpos_maxneg,560,245,315,0.4375,0.54778653383255,0.8472962298563549,0.9954630732536316
0,pos_p10,0.916141825914383,,,pos_p10,257,165,92,0.642023346303502,0.9162593483924866,0.968900027673996,0.9954630732536316
0,pos_min,0.8801381587982178,,,pos_min,291,177,114,0.6082474226804123,0.8804973363876343,0.9611384659698329,0.9954630732536316
