seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,9,1,0.9,0.9935125708580017,0.9945292949676514,0.9954630732536316
0,15,top_15,15,13,2,0.8666666666666667,0.9928888082504272,0.9940619905789693,0.9954630732536316
0,20,top_20,20,18,2,0.9,0.9926058053970337,0.9937367498874664,0.9954630732536316
0,25,top_25,25,21,4,0.84,0.9923377633094788,0.9934768652915955,0.9954630732536316
0,30,top_30,30,24,6,0.8,0.9917614459991455,0.993232923746109,0.9954630732536316
0,35,top_35,35,28,7,0.8,0.9915129542350769,0.9930029324122838,0.9954630732536316
0,40,top_40,40,33,7,0.825,0.9913841485977173,0.9928081512451172,0.9954630732536316
0,45,top_45,45,37,8,0.8222222222222222,0.9908573627471924,0.9926137208938599,0.9954630732536316
0,50,top_50,50,41,9,0.82,0.9902382493019104,0.9923948526382447,0.9954630732536316
0,60,top_60,60,49,11,0.8166666666666667,0.989476203918457,0.9919769535462062,0.9954630732536316
0,80,top_80,80,66,14,0.825,0.9866269826889038,0.9909905739128589,0.9954630732536316
