split_seed,triage_bc_success_rate,weighted_bc_success_rate,positive_only_nn_success_rate,triage_minus_weighted,triage_minus_positive_only_nn,triage_successes,weighted_successes,positive_only_successes,eval_episodes,triage_train_demos,weighted_train_demos,positive_only_train_demos,triage_selected_unlabeled,triage_hidden_positive,triage_hidden_bad,triage_purity,weighted_selected_unlabeled,weighted_hidden_positive,weighted_hidden_bad,weighted_purity,positive_only_selected_unlabeled,positive_only_hidden_positive,positive_only_hidden_bad,positive_only_purity
33,0.440,0.720,0.500,-0.280,-0.060,22,36,25,50,112,1430,170,102,102,0,1.000,1420,276,1144,0.194,160,145,15,0.906
