split_seed,triage_bc_success_rate,weighted_bc_success_rate,positive_only_nn_success_rate,bc_all_mixed_success_rate,all_positive_oracle_success_rate,triage_minus_weighted,triage_minus_positive_only_nn,triage_minus_all_demo,oracle_minus_triage,triage_successes,weighted_successes,positive_only_successes,all_demo_successes,oracle_successes,eval_episodes,triage_train_demos,weighted_train_demos,positive_only_train_demos,all_demo_train_demos,oracle_train_demos,triage_selected_unlabeled,triage_hidden_positive,triage_hidden_bad,triage_purity,weighted_selected_unlabeled,weighted_hidden_positive,weighted_hidden_bad,weighted_purity,positive_only_selected_unlabeled,positive_only_hidden_positive,positive_only_hidden_bad,positive_only_purity
22,0.500,0.660,0.680,0.200,0.680,-0.160,-0.180,0.300,0.180,25,33,34,10,34,50,171,1430,170,1440,286,161,150,11,0.932,1420,276,1144,0.194,160,112,48,0.700
