setting_id,setting_label,row_role,split_seed,candidate_id,candidate_family,selected_unlabeled,hidden_positive_selected,hidden_bad_selected,total_hidden_positive,total_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,selected_contamination,classifier_score_mean,pos_state_distance,action_conflict_distance,pos_state_action_distance,neg_state_action_distance,action_conflict_risk,bad_neighbor_risk,positive_distance_risk,negative_neighbor_risk,safe_margin_score,source
lift_mg,Lift MG,primary,22,hybrid_filter_pos_p10_pos160,hybrid,97,95,2,276,1144,0.979,0.344,0.002,0.021,0.976,9.316,3.531,9.950,17.785,-0.266,-2.275,-1.786,-0.525,2.275,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_intersection_pos160_classifier160,hybrid,104,101,3,276,1144,0.971,0.366,0.003,0.029,0.970,9.382,3.605,10.036,17.668,-0.238,-2.223,-1.763,-0.495,2.223,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_intersection_pos160_classifier320,hybrid,121,110,11,276,1144,0.909,0.399,0.010,0.091,0.941,9.692,3.786,10.398,17.261,-0.211,-2.027,-1.669,-0.392,2.027,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_pareto_top160,hybrid,160,135,25,276,1144,0.844,0.489,0.022,0.156,0.904,10.153,4.085,10.946,16.924,-0.152,-1.801,-1.526,-0.307,1.801,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_rank_fusion_classifier_heavy_top160,hybrid,160,138,22,276,1144,0.863,0.500,0.019,0.138,0.924,10.165,4.103,10.965,17.153,-0.143,-1.855,-1.521,-0.365,1.855,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_rank_fusion_equal_top160,hybrid,160,135,25,276,1144,0.844,0.489,0.022,0.156,0.904,10.153,4.085,10.946,16.924,-0.152,-1.801,-1.526,-0.307,1.801,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_union_pos160_classifier80,hybrid,170,120,50,276,1144,0.706,0.435,0.044,0.294,0.768,10.538,4.464,11.449,16.008,-0.023,-1.440,-1.395,-0.076,1.440,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,hybrid_union_pos160_triage,hybrid,216,161,55,276,1144,0.745,0.583,0.048,0.255,0.801,11.752,4.720,12.683,17.293,-0.195,-1.453,-1.073,-0.401,1.453,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,positive_nn_top160,positive-only,160,112,48,276,1144,0.700,0.406,0.042,0.300,0.754,10.293,4.360,11.190,15.772,-0.020,-1.445,-1.462,-0.016,1.445,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,positive_nn_top320,positive-only,320,136,184,276,1144,0.425,0.493,0.161,0.575,0.509,11.389,5.224,12.544,14.007,0.215,-0.651,-1.109,0.430,0.651,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,positive_nn_top480,positive-only,480,164,316,276,1144,0.342,0.594,0.276,0.658,0.442,11.896,5.505,13.116,13.572,0.250,-0.394,-0.960,0.540,0.394,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,positive_nn_top80,positive-only,80,77,3,276,1144,0.963,0.279,0.003,0.037,0.964,9.177,3.575,9.833,17.386,-0.201,-2.203,-1.816,-0.424,2.203,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,22,triage_existing,bad-aware hard,161,150,11,276,1144,0.932,0.543,0.010,0.068,0.958,11.676,4.368,12.466,19.026,-0.391,-1.950,-1.130,-0.839,1.950,results/final_paper/splits/lift_mg_mg_sparse_split22/split_indices.json
lift_mg,Lift MG,primary,33,classifier_top160,bad-aware hard,160,158,2,276,1144,0.988,0.572,0.002,0.013,0.948,11.787,4.039,12.500,20.003,0.025,-2.141,-1.825,-1.126,2.141,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,classifier_top320,bad-aware hard,320,238,82,276,1144,0.744,0.862,0.072,0.256,0.731,13.828,5.420,14.858,18.724,0.145,-1.408,-1.189,-0.752,1.408,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,classifier_top480,bad-aware hard,480,252,228,276,1144,0.525,0.913,0.199,0.475,0.548,15.290,6.242,16.512,17.589,0.147,-0.845,-0.743,-0.420,0.845,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,classifier_top80,bad-aware hard,80,80,0,276,1144,1.000,0.290,0.000,0.000,0.990,10.198,3.571,10.832,19.343,0.238,-2.345,-2.275,-0.933,2.345,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_mid_mean_fill_classifier_to160,hybrid,160,158,2,276,1144,0.988,0.572,0.002,0.013,0.915,10.928,3.944,11.647,19.239,0.220,-2.159,-2.055,-0.902,2.159,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_mid_mean_pos160,hybrid,146,144,2,276,1144,0.986,0.522,0.002,0.014,0.910,10.568,3.894,11.285,18.888,0.297,-2.162,-2.153,-0.800,2.162,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_mid_minpos_maxneg_fill_classifier_to160,hybrid,160,158,2,276,1144,0.988,0.572,0.002,0.013,0.915,10.928,3.944,11.647,19.239,0.220,-2.159,-2.055,-0.902,2.159,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_mid_minpos_maxneg_pos160,hybrid,146,144,2,276,1144,0.986,0.522,0.002,0.014,0.910,10.568,3.894,11.285,18.888,0.297,-2.162,-2.153,-0.800,2.162,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_pos_min_fill_classifier_to160,hybrid,160,158,2,276,1144,0.988,0.572,0.002,0.013,0.948,11.787,4.039,12.500,20.003,0.025,-2.141,-1.825,-1.126,2.141,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_pos_min_pos160,hybrid,89,89,0,276,1144,1.000,0.322,0.000,0.000,0.985,10.044,3.536,10.682,18.951,0.264,-2.296,-2.315,-0.818,2.296,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_pos_p10_fill_classifier_to160,hybrid,160,158,2,276,1144,0.988,0.572,0.002,0.013,0.948,11.787,4.039,12.500,20.003,0.025,-2.141,-1.825,-1.126,2.141,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_filter_pos_p10_pos160,hybrid,79,79,0,276,1144,1.000,0.286,0.000,0.000,0.989,9.981,3.464,10.593,19.129,0.246,-2.350,-2.339,-0.870,2.350,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_intersection_pos160_classifier160,hybrid,116,116,0,276,1144,1.000,0.420,0.000,0.000,0.964,10.188,3.669,10.858,19.023,0.291,-2.275,-2.268,-0.839,2.275,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_intersection_pos160_classifier320,hybrid,151,144,7,276,1144,0.954,0.522,0.006,0.046,0.892,10.774,3.996,11.508,18.702,0.290,-2.079,-2.092,-0.745,2.079,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_pareto_top160,hybrid,160,157,3,276,1144,0.981,0.569,0.003,0.019,0.915,10.688,3.914,11.409,19.150,0.273,-2.189,-2.119,-0.876,2.189,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_rank_fusion_classifier_heavy_top160,hybrid,160,158,2,276,1144,0.988,0.572,0.002,0.013,0.922,10.711,3.916,11.431,19.129,0.268,-2.181,-2.113,-0.870,2.181,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_rank_fusion_equal_top160,hybrid,160,157,3,276,1144,0.981,0.569,0.003,0.019,0.915,10.688,3.914,11.409,19.150,0.273,-2.189,-2.119,-0.876,2.189,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_union_pos160_classifier80,hybrid,165,150,15,276,1144,0.909,0.543,0.013,0.091,0.855,11.147,4.178,11.921,18.487,0.277,-1.952,-1.981,-0.682,1.952,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,hybrid_union_pos160_triage,hybrid,173,158,15,276,1144,0.913,0.572,0.013,0.087,0.860,11.361,4.180,12.130,18.761,0.217,-1.965,-1.925,-0.762,1.965,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,positive_nn_top160,positive-only,160,145,15,276,1144,0.906,0.525,0.013,0.094,0.851,11.086,4.161,11.859,18.367,0.285,-1.941,-1.998,-0.647,1.941,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,positive_nn_top320,positive-only,320,186,134,276,1144,0.581,0.674,0.117,0.419,0.560,13.354,5.502,14.456,16.577,0.321,-1.056,-1.298,-0.124,1.056,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,positive_nn_top480,positive-only,480,197,283,276,1144,0.410,0.714,0.247,0.590,0.409,14.609,6.196,15.863,15.706,0.316,-0.596,-0.918,0.131,0.596,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,positive_nn_top80,positive-only,80,80,0,276,1144,1.000,0.290,0.000,0.000,0.965,9.522,3.471,10.169,18.856,0.379,-2.380,-2.454,-0.790,2.380,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
lift_mg,Lift MG,primary,33,triage_existing,bad-aware hard,102,102,0,276,1144,1.000,0.370,0.000,0.000,0.983,10.642,3.648,11.292,19.544,0.151,-2.292,-2.151,-0.992,2.292,results/final_paper/splits/lift_mg_mg_sparse_split33/split_indices.json
