split_seed,method_id,method_role,endpoint_success,success_count,eval_episodes,train_demo_count,train_positive_count,train_bad_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,checkpoint,metrics_path,episode_metrics_path
22,all_train_positive_oracle,oracle_control,0.98,49,50,90,90,0,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split22_all_train_positive_oracle_policy0/train/can_paired_pos40_bad80_split22_all_train_positive_oracle_policy0_official_bc_rnn/20260624155519/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split22_all_train_positive_oracle_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split22_all_train_positive_oracle_policy0/eval/episode_metrics.csv
22,positive_nn_risk_union_top40,union_candidate,0.78,39,50,53,50,3,43,40,3,0.930,1.000,0.037,/home/eston/tri-piql/results/final_paper/ablations/v02_union_endpoint_200ep_can40/split22/positive_nn_risk_union_top40/train/v02union200_can40_s22_positive_nn_risk_union_top40_seed0_bc_rnn_e200/20260625080843/models/model_epoch_200.pth,results/final_paper/ablations/v02_union_endpoint_200ep_can40/split22/positive_nn_risk_union_top40/eval_50ep/metrics.csv,results/final_paper/ablations/v02_union_endpoint_200ep_can40/split22/positive_nn_risk_union_top40/eval_50ep/episode_metrics.csv
22,positive_only_nn,strong_baseline,0.76,38,50,50,47,3,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split22_positive_only_nn_policy0/train/can_paired_pos40_bad80_split22_positive_only_nn_policy0_official_bc_rnn/20260624121728/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split22_positive_only_nn_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split22_positive_only_nn_policy0/eval/episode_metrics.csv
22,positive_nn_risk_fusion_top40,failed_v02_gate,0.64,32,50,50,50,0,,,,,,,/home/eston/tri-piql/results/final_paper/ablations/v02_action_risk_endpoint_200ep_can40/split22/pnrf40/train/v02risk200_can40_s22_pnrf40_seed0_bc_rnn_e200/20260625060043/models/model_epoch_200.pth,results/final_paper/ablations/v02_action_risk_endpoint_200ep_can40/split22/pnrf40/eval/metrics.csv,results/final_paper/ablations/v02_action_risk_endpoint_200ep_can40/split22/pnrf40/eval/episode_metrics.csv
22,bc_all_mixed,mixed_log_baseline,0.56,28,50,180,90,90,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split22_bc_all_mixed_policy0/train/can_paired_pos40_bad80_split22_bc_all_mixed_policy0_official_bc_rnn/20260624124638/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split22_bc_all_mixed_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split22_bc_all_mixed_policy0/eval/episode_metrics.csv
22,triage_bc,v01_method,0.52,26,50,83,46,37,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split22_triage_bc_policy0/train/can_paired_pos40_bad80_split22_triage_bc_policy0_official_bc_rnn/20260624112934/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split22_triage_bc_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split22_triage_bc_policy0/eval/episode_metrics.csv
22,weighted_bc,strong_baseline,0.44,22,50,130,50,80,,,,,,,/home/eston/tri-piql/results/final_paper/per_seed/can_paired_pos40_bad80_split22_weighted_bc_policy0/train/can_paired_pos40_bad80_split22_weighted_bc_policy0_official_bc_rnn/20260624113824/models/model_epoch_200.pth,results/final_paper/per_seed/can_paired_pos40_bad80_split22_weighted_bc_policy0/eval/metrics.csv,results/final_paper/per_seed/can_paired_pos40_bad80_split22_weighted_bc_policy0/eval/episode_metrics.csv
