task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
lift_mg,mg_sparse,101,triage_bc,0,291,177,114,0.6082474226804123,301,final_lift_mg_mg_sparse_s101_positive_plus_classifier_demo_threshold_unlabeled_demos_pos_min_seed0_train
