method,valid_positive_mse,valid_negative_mse,negative_minus_positive_mse
bc_labeled_positive,0.049860283732414246,0.14026671648025513,0.09040643274784088
bc_pos_unlabeled,0.023903334513306618,0.027134044095873833,0.003230709582567215
bc_all,0.02483741007745266,0.027118870988488197,0.0022814609110355377
weighted_bc_state_action,0.024354737251996994,0.06092846393585205,0.03657372668385506
