seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.7786141037940979,0.8392998218536377,0.9116631150245667
0,15,top_15,15,14,1,0.9333333333333333,0.7150782942771912,0.8025373021761576,0.9116631150245667
0,20,top_20,20,19,1,0.95,0.6844425201416016,0.7758892118930817,0.9116631150245667
0,25,top_25,25,23,2,0.92,0.648123025894165,0.7524196386337281,0.9116631150245667
0,30,top_30,30,28,2,0.9333333333333333,0.6043998003005981,0.7295095880826314,0.9116631150245667
0,35,top_35,35,31,4,0.8857142857142857,0.5542246699333191,0.7079932161739895,0.9116631150245667
0,40,top_40,40,32,8,0.8,0.5112991333007812,0.6859806448221206,0.9116631150245667
0,45,top_45,45,34,11,0.7555555555555555,0.48000696301460266,0.6642796158790588,0.9116631150245667
0,50,top_50,50,36,14,0.72,0.4628761410713196,0.6447025102376938,0.9116631150245667
0,60,top_60,60,40,20,0.6666666666666666,0.4025491178035736,0.6089625904957453,0.9116631150245667
0,80,top_80,80,40,40,0.5,0.284936785697937,0.5401477534323931,0.9116631150245667
