seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.050914496183395386,40,score_gap_posx,73,40,33,0.547945205479452,0.323249489068985,0.6013172460745458,0.9868795871734619
0,adaptive_posmass,46.86414093624916,0.050914496183395386,40,adaptive_posmass_coverage_gap,73,40,33,0.547945205479452,0.323249489068985,0.6013172460745458,0.9868795871734619
0,adaptive_masscap,46.86414093624916,0.050914496183395386,40,adaptive_masscap_top_estimated_mass,47,29,18,0.6170212765957447,0.5249602198600769,0.6870117073363446,0.9868795871734619
0,top_posx2,,,20,top_posx2,20,13,7,0.65,0.6736716032028198,0.8174152880907058,0.9868795871734619
0,top_posx3,,,30,top_posx3,30,19,11,0.6333333333333333,0.5959488153457642,0.7549669563770294,0.9868795871734619
0,top_posx4,,,40,top_posx4,40,24,16,0.6,0.5635587573051453,0.7109057828783989,0.9868795871734619
0,neg_max,0.1322922259569168,,,neg_max,83,40,43,0.4819277108433735,0.13481317460536957,0.5526892147868513,0.9868795871734619
0,mid_mean,0.501508470880799,,,mid_mean,54,32,22,0.5925925925925926,0.503065288066864,0.664516246981091,0.9868795871734619
0,mid_minpos_maxneg,0.5011985078454018,,,mid_minpos_maxneg,54,32,22,0.5925925925925926,0.503065288066864,0.664516246981091,0.9868795871734619
0,pos_p10,0.8888590633869171,,,pos_p10,8,7,1,0.875,0.8974317908287048,0.9363555386662483,0.9868795871734619
0,pos_min,0.8701047897338867,,,pos_min,8,7,1,0.875,0.8974317908287048,0.9363555386662483,0.9868795871734619
