task,task_label,split_type,split_seed,policy_seed,selected_count,selected_prob_min,selected_prob_p10,selected_prob_mean,unlabeled_prob_mean,tail_threshold,selected_min_over_unlabeled_mean,below_count,below_fraction,candidate_g_choice,support_method_for_audit,branch_selected_unlabeled,branch_hidden_positive,branch_hidden_bad,branch_purity
can_paired,Can 40p/80b,pos40_bad80,606,0,40,0.29530462622642517,0.4843571186065674,0.740092234313488,0.4647468626499176,0.2323734313249588,0.6354096174907821,0,0.0,candidate_e_gate,positive_only_nn,40,31,9,0.775
can_paired,Can 40p/80b,pos40_bad80,707,0,40,0.05,0.40601304173469543,0.6160634965449572,0.40043672919273376,0.20021836459636688,0.1248636709744339,1,0.025,triage_bc,triage_bc,47,29,18,0.6170212765957447
lift_mg,Lift MG,mg_sparse,606,0,160,0.07318282127380371,0.6666759848594666,0.8848670857958496,0.34040459990501404,0.17020229995250702,0.2149877566114692,2,0.0125,triage_bc,triage_bc,176,144,32,0.8181818181818182
lift_mg,Lift MG,mg_sparse,707,0,160,0.069552481174469,0.5133445262908936,0.8739847453311086,0.32367682456970215,0.16183841228485107,0.2148824873913431,4,0.025,triage_bc,triage_bc,172,149,23,0.8662790697674418
