feature,direction,threshold,successes,episodes,switches,fresh_successes,fresh_episodes,fresh_switches,fresh_switched_demos
positive_support_pos_dist,gt,1.131242,13,20,10,12,20,4,"demo_1022,demo_1230,demo_1351,demo_1361"
positive_top_scale_mean,lt,0.132202,13,20,10,12,20,4,"demo_1023,demo_1193,demo_1265,demo_1377"
positive_triage_action_l2,gt,0.231265,13,20,10,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_entropy,lt,1.175838,13,20,10,9,20,17,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,0.827311,13,20,10,10,20,14,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_margin_vs_positive,gt,0.648553,13,20,10,10,20,17,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_self,lt,8.261849,13,20,10,10,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,lt,7.324312,13,20,10,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.36221,13,20,10,10,20,11,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1276,demo_1332"
triage_support_margin,gt,0.146317,13,20,10,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,gt,0.532326,13,20,10,11,20,12,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,gt,0.161758,13,20,10,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,gt,1.258733,13,20,11,12,20,8,"demo_1112,demo_1162,demo_1193,demo_1222,demo_1276,demo_1314,demo_1332,demo_1377"
positive_entropy,lt,1.262561,13,20,11,9,20,12,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1401"
positive_logit_gap,lt,0.591255,13,20,11,12,20,15,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,lt,8.798989,13,20,11,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_support_margin,lt,0.215258,13,20,11,12,20,6,"demo_1022,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_top_scale_mean,gt,0.130358,13,20,11,9,20,16,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_top_scale_mean,lt,0.133286,13,20,11,12,20,4,"demo_1023,demo_1193,demo_1265,demo_1377"
positive_triage_action_l2,gt,0.204481,13,20,11,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_entropy,lt,1.181141,13,20,11,9,20,17,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,0.85488,13,20,11,10,20,14,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_logp_margin_vs_positive,lt,0.773624,13,20,11,11,20,4,"demo_1023,demo_1112,demo_1162,demo_1314"
triage_logp_self,lt,8.362076,13,20,11,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,lt,7.512589,13,20,11,9,20,18,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.391644,13,20,11,9,20,12,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332"
triage_support_margin,gt,0.137411,13,20,11,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_prob,gt,0.527355,13,20,11,10,20,13,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,gt,0.159387,13,20,11,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,lt,1.264565,13,20,12,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,lt,0.597852,13,20,12,12,20,15,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,lt,8.844315,13,20,12,11,20,7,"demo_1022,demo_1222,demo_1230,demo_1276,demo_1314,demo_1351,demo_1361"
positive_logp_under_triage,gt,7.133005,13,20,12,11,20,6,"demo_453,demo_1023,demo_1162,demo_1193,demo_1209,demo_1265"
positive_top_scale_mean,gt,0.128113,13,20,12,9,20,17,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,lt,0.135932,13,20,12,12,20,6,"demo_1023,demo_1112,demo_1193,demo_1265,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.177848,13,20,12,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.278895,13,20,12,11,20,6,"demo_453,demo_1023,demo_1162,demo_1209,demo_1222,demo_1361"
triage_logit_gap,lt,0.903548,13,20,12,10,20,15,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_logp_margin_vs_positive,lt,1.585351,13,20,12,10,20,9,"demo_1022,demo_1023,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1314,demo_1332"
triage_logp_self,lt,8.485781,13,20,12,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,6.849088,13,20,12,11,20,4,"demo_1023,demo_1112,demo_1162,demo_1314"
triage_logp_under_positive,lt,7.737631,13,20,12,9,20,19,"demo_453,demo_1022,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.415737,13,20,12,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1361"
triage_minus_positive_top_prob,gt,0.042744,13,20,12,9,20,17,"demo_453,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,gt,0.097813,13,20,12,9,20,15,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
triage_top_scale_mean,gt,0.155893,13,20,12,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,lt,1.26751,13,20,13,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,lt,0.628017,13,20,13,11,20,16,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,gt,8.213297,13,20,13,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_logp_under_triage,gt,7.020442,13,20,13,11,20,7,"demo_453,demo_1023,demo_1112,demo_1162,demo_1193,demo_1209,demo_1265"
positive_support_margin,gt,0.178868,13,20,13,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_top_scale_mean,gt,0.126778,13,20,13,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,lt,0.139936,13,20,13,11,20,10,"demo_1023,demo_1047,demo_1057,demo_1112,demo_1193,demo_1204,demo_1209,demo_1265,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.15849,13,20,13,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.300041,13,20,13,11,20,6,"demo_453,demo_1023,demo_1162,demo_1209,demo_1222,demo_1361"
triage_logit_gap,lt,1.002128,13,20,13,10,20,15,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_logp_margin_vs_positive,lt,2.320965,13,20,13,10,20,10,"demo_1022,demo_1023,demo_1112,demo_1162,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332"
triage_logp_self,lt,8.534873,13,20,13,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,6.017924,13,20,13,11,20,6,"demo_1023,demo_1112,demo_1162,demo_1209,demo_1314,demo_1332"
triage_minus_positive_entropy,lt,-0.020996,13,20,13,9,20,17,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,0.226561,13,20,13,11,20,11,"demo_1057,demo_1112,demo_1162,demo_1193,demo_1222,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.458668,13,20,13,9,20,14,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_minus_positive_support_margin,gt,-0.140413,13,20,13,11,20,14,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377"
triage_minus_positive_top_prob,gt,0.018647,13,20,13,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_scale_mean,lt,0.171913,13,20,13,10,20,6,"demo_453,demo_1023,demo_1112,demo_1204,demo_1209,demo_1332"
positive_entropy,lt,1.273089,13,20,14,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,lt,0.70417,13,20,14,11,20,16,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_self,gt,8.050275,13,20,14,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_under_triage,gt,6.793689,13,20,14,11,20,7,"demo_453,demo_1023,demo_1112,demo_1162,demo_1193,demo_1209,demo_1265"
positive_support_margin,gt,0.172558,13,20,14,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_margin,lt,0.328482,13,20,14,12,20,8,"demo_1022,demo_1057,demo_1209,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,0.924241,13,20,14,10,20,13,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_support_pos_dist,lt,1.640745,13,20,14,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.427276,13,20,14,9,20,11,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1401"
positive_top_scale_mean,gt,0.125432,13,20,14,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.32654,13,20,14,11,20,7,"demo_453,demo_1023,demo_1112,demo_1162,demo_1209,demo_1222,demo_1361"
triage_logp_self,gt,7.845025,13,20,14,11,20,5,"demo_453,demo_1023,demo_1193,demo_1209,demo_1265"
triage_logp_self,lt,8.560347,13,20,14,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_under_positive,gt,5.188874,13,20,14,8,20,9,"demo_453,demo_1023,demo_1112,demo_1162,demo_1204,demo_1209,demo_1265,demo_1314,demo_1332"
triage_minus_positive_logit_gap,gt,0.142657,13,20,14,11,20,13,"demo_1057,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1314,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,lt,0.483187,13,20,14,9,20,14,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361"
triage_minus_positive_support_margin,gt,-0.16632,13,20,14,11,20,14,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377"
triage_minus_positive_top_prob,gt,-0.003005,13,20,14,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_entropy,lt,1.277095,13,20,15,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logit_gap,lt,0.770449,13,20,15,10,20,18,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_margin,gt,0.163884,13,20,15,9,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_support_margin,lt,0.371513,13,20,15,12,20,8,"demo_1022,demo_1057,demo_1209,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,0.900274,13,20,15,10,20,13,"demo_453,demo_1022,demo_1023,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_support_pos_dist,lt,1.739937,13,20,15,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.424208,13,20,15,9,20,11,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1401"
positive_top_scale_mean,gt,0.122393,13,20,15,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logit_gap,lt,1.16043,13,20,15,10,20,17,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_minus_positive_logit_gap,gt,0.026097,13,20,15,10,20,16,"demo_453,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_support_margin,gt,-0.201138,13,20,15,11,20,15,"demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377"
triage_minus_positive_top_prob,gt,-0.030347,13,20,15,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_support_margin,gt,0.037797,13,20,15,9,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1401"
positive_entropy,lt,1.291654,13,20,16,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_margin_vs_triage,lt,2.210457,13,20,16,12,20,11,"demo_1022,demo_1023,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1361"
positive_support_margin,lt,0.402944,13,20,16,12,20,8,"demo_1022,demo_1057,demo_1209,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,0.848699,13,20,16,9,20,16,"demo_453,demo_1022,demo_1023,demo_1047,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1401"
positive_support_pos_dist,lt,1.819755,13,20,16,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.423886,13,20,16,9,20,11,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1401"
positive_top_scale_mean,gt,0.120336,13,20,16,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_triage_action_l2,lt,0.383707,13,20,16,11,20,10,"demo_453,demo_1023,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1332,demo_1361"
triage_logit_gap,gt,0.640905,13,20,16,11,20,10,"demo_453,demo_1047,demo_1057,demo_1162,demo_1193,demo_1209,demo_1222,demo_1265,demo_1377,demo_1401"
triage_logit_gap,lt,1.318168,13,20,16,10,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_logp_margin_vs_positive,lt,4.431477,13,20,16,9,20,17,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
triage_logp_under_positive,gt,3.138066,13,20,16,9,20,15,"demo_453,demo_1022,demo_1023,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1377"
triage_minus_positive_entropy,lt,0.028188,13,20,16,9,20,18,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_minus_positive_logit_gap,gt,-0.0766,13,20,16,10,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1209,demo_1222,demo_1230,demo_1265,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
triage_top_prob,lt,0.588685,13,20,16,10,20,15,"demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1204,demo_1222,demo_1230,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377"
positive_entropy,gt,1.126729,13,20,17,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1361,demo_1377,demo_1401"
positive_entropy,lt,1.305833,13,20,17,10,20,14,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1193,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_logp_margin_vs_triage,gt,0.831291,13,20,17,9,20,16,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1377,demo_1401"
positive_logp_self,gt,8.003032,13,20,17,10,20,14,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1351,demo_1377,demo_1401"
positive_support_margin,lt,0.453244,13,20,17,13,20,9,"demo_1022,demo_1057,demo_1193,demo_1209,demo_1222,demo_1230,demo_1351,demo_1361,demo_1377"
positive_support_pos_dist,gt,0.797106,13,20,17,9,20,18,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_support_pos_dist,lt,1.91002,13,20,17,9,20,19,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_prob,gt,0.404357,13,20,17,9,20,13,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1204,demo_1209,demo_1230,demo_1265,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,gt,0.119898,13,20,17,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
positive_top_scale_mean,lt,0.151062,13,20,17,10,20,13,"demo_453,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1265,demo_1332,demo_1377,demo_1401"
positive_triage_action_l2,gt,0.103332,13,20,17,9,20,20,"demo_453,demo_1022,demo_1023,demo_1047,demo_1057,demo_1112,demo_1162,demo_1193,demo_1204,demo_1209,demo_1222,demo_1230,demo_1265,demo_1276,demo_1314,demo_1332,demo_1351,demo_1361,demo_1377,demo_1401"
