seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.00027674436569213867,40,score_gap_posx,78,60,18,0.7692307692307693,0.9943974018096924,0.9963072118086692,0.9984003901481628
0,adaptive_posmass,806.6638563364937,0.00027674436569213867,40,adaptive_posmass_coverage_gap,78,60,18,0.7692307692307693,0.9943974018096924,0.9963072118086692,0.9984003901481628
0,adaptive_masscap,806.6638563364937,0.00027674436569213867,40,adaptive_masscap_coverage_gap,78,60,18,0.7692307692307693,0.9943974018096924,0.9963072118086692,0.9984003901481628
0,top_posx2,,,20,top_posx2,20,17,3,0.85,0.9974839091300964,0.9978789687156677,0.9984003901481628
0,top_posx3,,,30,top_posx3,30,26,4,0.8666666666666667,0.996792197227478,0.9976278086503346,0.9984003901481628
0,top_posx4,,,40,top_posx4,40,35,5,0.875,0.9965271949768066,0.9973868191242218,0.9984003901481628
0,neg_max,0.018855063244700432,,,neg_max,1099,274,825,0.24931756141947226,0.01892777718603611,0.729333563293377,0.9984003901481628
0,mid_mean,0.4994201180583332,,,mid_mean,839,268,571,0.31942789034564956,0.5067986845970154,0.8979650524148498,0.9984003901481628
0,mid_minpos_maxneg,0.49111814703792334,,,mid_minpos_maxneg,843,269,574,0.3190984578884935,0.4924930930137634,0.8960595170161902,0.9984003901481628
0,pos_p10,0.9862213671207428,,,pos_p10,209,121,88,0.5789473684210527,0.9863541722297668,0.9927581597173043,0.9984003901481628
0,pos_min,0.9633812308311462,,,pos_min,375,172,203,0.45866666666666667,0.9634588360786438,0.9853001626332601,0.9984003901481628
