seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.9900608062744141,0.9913007736206054,0.9927778244018555
0,15,top_15,15,15,0,1.0,0.9896038770675659,0.9908109943072001,0.9927778244018555
0,20,top_20,20,20,0,1.0,0.9890711307525635,0.9904252350330353,0.9927778244018555
0,25,top_25,25,25,0,1.0,0.9883870482444763,0.9900803041458129,0.9927778244018555
0,30,top_30,30,30,0,1.0,0.9877917766571045,0.9897310038407644,0.9927778244018555
0,35,top_35,35,35,0,1.0,0.9873219728469849,0.9894085339137486,0.9927778244018555
0,40,top_40,40,40,0,1.0,0.9869524240493774,0.9891151338815689,0.9927778244018555
0,45,top_45,45,45,0,1.0,0.9859018921852112,0.9888234496116638,0.9927778244018555
0,50,top_50,50,50,0,1.0,0.9850757122039795,0.9884895002841949,0.9927778244018555
0,60,top_60,60,60,0,1.0,0.9829078316688538,0.9877360701560974,0.9927778244018555
0,80,top_80,80,79,1,0.9875,0.9776824712753296,0.9857248350977897,0.9927778244018555
