seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.8425378799438477,0.911236435174942,0.9641896486282349
0,15,top_15,15,15,0,1.0,0.7761962413787842,0.8760642727216085,0.9641896486282349
0,20,top_20,20,19,1,0.95,0.7515835165977478,0.8474736034870147,0.9641896486282349
0,25,top_25,25,22,3,0.88,0.6878718137741089,0.820155782699585,0.9641896486282349
0,30,top_30,30,27,3,0.9,0.6716934442520142,0.7961393674214681,0.9641896486282349
0,35,top_35,35,32,3,0.9142857142857143,0.6218774914741516,0.7750179631369455,0.9641896486282349
0,40,top_40,40,35,5,0.875,0.5812279582023621,0.7524805456399918,0.9641896486282349
0,45,top_45,45,36,9,0.8,0.5591181516647339,0.7316301955117119,0.9641896486282349
0,50,top_50,50,37,13,0.74,0.5205581784248352,0.7115642857551575,0.9641896486282349
0,60,top_60,60,39,21,0.65,0.46358752250671387,0.6738150964180628,0.9641896486282349
0,80,top_80,80,40,40,0.5,0.3371758460998535,0.6037406094372273,0.9641896486282349
