seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,8,2,0.8,0.9858910441398621,0.9949066400527954,0.9984444975852966
0,15,top_15,15,12,3,0.8,0.95371013879776,0.9838961164156595,0.9984444975852966
0,20,top_20,20,17,3,0.85,0.9012014865875244,0.9670975238084794,0.9984444975852966
0,25,top_25,25,20,5,0.8,0.8467660546302795,0.9479549264907837,0.9984444975852966
0,30,top_30,30,22,8,0.7333333333333333,0.8175849318504333,0.92832270860672,0.9984444975852966
0,35,top_35,35,25,10,0.7142857142857143,0.7774465084075928,0.9085790021078927,0.9984444975852966
0,40,top_40,40,26,14,0.65,0.7283093929290771,0.8876253679394722,0.9984444975852966
0,45,top_45,45,27,18,0.6,0.7071127891540527,0.8681337647967868,0.9984444975852966
0,50,top_50,50,28,22,0.56,0.6634398698806763,0.8494783115386962,0.9984444975852966
0,60,top_60,60,31,29,0.5166666666666667,0.595535159111023,0.8111192504564921,0.9984444975852966
0,80,top_80,80,36,44,0.45,0.4613059461116791,0.7395614091306925,0.9984444975852966
