setting_id,setting_label,row_role,split_seed,router_branch,router_reason,estimated_positive_mass,count_ge_pos_min,labeled_positive_p10,candidate_id,candidate_branch,selected_unlabeled,hidden_positive_selected,hidden_bad_selected,total_hidden_positive,total_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,selected_contamination,classifier_score_mean,labeled_positive_min,labeled_positive_mean,labeled_negative_mean,selected_demo_ids,source
can40,Can 40p/80b,primary,606,hard_risk_union,low-mass Can-like contamination,56.39483996101834,20,0.8810502231121063,positive_nn_top40,positive_only_component,40,31,9,40,80,0.775,0.775,0.113,0.225,0.740,0.858,0.938,0.059,demo_79;demo_19;demo_13;demo_127;demo_71;demo_101;demo_17;demo_137;demo_129;demo_133;demo_145;demo_61;demo_37;demo_119;demo_165;demo_91;demo_27;demo_153;demo_95;demo_63;demo_139;demo_55;demo_43;demo_197;demo_25;demo_142;demo_70;demo_75;demo_184;demo_58;demo_85;demo_171;demo_110;demo_173;demo_198;demo_155;demo_2;demo_164;demo_65;demo_78,results/candidate_g_fresh_preflight/splits/can_paired_pos40_bad80_split606/split_indices.json
can40,Can 40p/80b,primary,606,hard_risk_union,low-mass Can-like contamination,56.39483996101834,20,0.8810502231121063,positive_nn_risk_fusion_top40,risk_fusion_component,40,37,3,40,80,0.925,0.925,0.037,0.075,0.732,0.858,0.938,0.059,demo_19;demo_145;demo_137;demo_61;demo_13;demo_79;demo_17;demo_27;demo_71;demo_129;demo_25;demo_127;demo_43;demo_91;demo_153;demo_197;demo_101;demo_85;demo_75;demo_95;demo_51;demo_55;demo_37;demo_65;demo_117;demo_165;demo_191;demo_63;demo_133;demo_139;demo_119;demo_173;demo_155;demo_49;demo_31;demo_73;demo_2;demo_70;demo_62;demo_103,results/candidate_g_fresh_preflight/splits/can_paired_pos40_bad80_split606/split_indices.json
can40,Can 40p/80b,primary,606,hard_risk_union,low-mass Can-like contamination,56.39483996101834,20,0.8810502231121063,positive_nn_risk_union_top40,hard_risk_union,48,38,10,40,80,0.792,0.950,0.125,0.208,0.718,0.858,0.938,0.059,demo_79;demo_19;demo_13;demo_127;demo_71;demo_101;demo_17;demo_137;demo_129;demo_133;demo_145;demo_61;demo_37;demo_119;demo_165;demo_91;demo_27;demo_153;demo_95;demo_63;demo_139;demo_55;demo_43;demo_197;demo_25;demo_142;demo_70;demo_75;demo_184;demo_58;demo_85;demo_171;demo_110;demo_173;demo_198;demo_155;demo_2;demo_164;demo_65;demo_78;demo_51;demo_117;demo_191;demo_49;demo_31;demo_73;demo_62;demo_103,results/candidate_g_fresh_preflight/splits/can_paired_pos40_bad80_split606/split_indices.json
can40,Can 40p/80b,primary,707,hard_risk_union,low-mass Can-like contamination,46.864140936249164,8,0.8888590633869171,positive_nn_top40,positive_only_component,40,32,8,40,80,0.800,0.800,0.100,0.200,0.616,0.870,0.951,0.053,demo_79;demo_199;demo_157;demo_19;demo_25;demo_133;demo_37;demo_165;demo_143;demo_135;demo_125;demo_65;demo_95;demo_47;demo_195;demo_171;demo_139;demo_21;demo_159;demo_129;demo_70;demo_198;demo_7;demo_33;demo_142;demo_97;demo_185;demo_123;demo_155;demo_54;demo_151;demo_106;demo_115;demo_145;demo_184;demo_110;demo_141;demo_61;demo_23;demo_78,results/candidate_g_fresh_preflight/splits/can_paired_pos40_bad80_split707/split_indices.json
can40,Can 40p/80b,primary,707,hard_risk_union,low-mass Can-like contamination,46.864140936249164,8,0.8888590633869171,positive_nn_risk_fusion_top40,risk_fusion_component,40,36,4,40,80,0.900,0.900,0.050,0.100,0.645,0.870,0.951,0.053,demo_79;demo_25;demo_157;demo_195;demo_21;demo_135;demo_19;demo_133;demo_143;demo_129;demo_199;demo_95;demo_185;demo_47;demo_65;demo_23;demo_141;demo_165;demo_123;demo_151;demo_125;demo_139;demo_51;demo_37;demo_61;demo_145;demo_33;demo_155;demo_197;demo_97;demo_17;demo_159;demo_70;demo_109;demo_115;demo_7;demo_49;demo_142;demo_182;demo_164,results/candidate_g_fresh_preflight/splits/can_paired_pos40_bad80_split707/split_indices.json
can40,Can 40p/80b,primary,707,hard_risk_union,low-mass Can-like contamination,46.864140936249164,8,0.8888590633869171,positive_nn_risk_union_top40,hard_risk_union,47,37,10,40,80,0.787,0.925,0.125,0.213,0.610,0.870,0.951,0.053,demo_79;demo_199;demo_157;demo_19;demo_25;demo_133;demo_37;demo_165;demo_143;demo_135;demo_125;demo_65;demo_95;demo_47;demo_195;demo_171;demo_139;demo_21;demo_159;demo_129;demo_70;demo_198;demo_7;demo_33;demo_142;demo_97;demo_185;demo_123;demo_155;demo_54;demo_151;demo_106;demo_115;demo_145;demo_184;demo_110;demo_141;demo_61;demo_23;demo_78;demo_51;demo_197;demo_17;demo_109;demo_49;demo_182;demo_164,results/candidate_g_fresh_preflight/splits/can_paired_pos40_bad80_split707/split_indices.json
