task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
can_paired,balanced_80p80b,22,positive_only_nn,0,80,76,4,0.95,90,final_can_paired_balanced_80p80b_s22_positive_plus_positive_nn_top_unlabeled_demos_top80_seed0_train
