split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
11,bad_neighbor_safe_top320,bns320,330,320,240,80,0.750,0.870,0.070,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/bns320/setup/config.json,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/bns320/train,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/bns320/eval_smoke,v02risk_lift_s11_bns320_seed0_train
11,classifier_risk_fusion_top160,crf160,170,160,156,4,0.975,0.565,0.003,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/crf160/setup/config.json,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/crf160/train,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/crf160/eval_smoke,v02risk_lift_s11_crf160_seed0_train
11,positive_nn_top160,pnn160,170,160,85,75,0.531,0.308,0.066,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/pnn160/setup/config.json,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/pnn160/train,results/final_paper/ablations/v02_action_risk_endpoint_smoke_lift/split11/pnn160/eval_smoke,v02risk_lift_s11_pnn160_seed0_train
