split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
303,prefix_state_action_nn_top80,prefix_state_action_nn_top80,90,80,13,67,0.163,0.163,0.838,results/final_paper/ablations/can_prefix_positive_endpoint_200ep/split303/prefix_state_action_nn_top80/setup/config.json,results/final_paper/ablations/can_prefix_positive_endpoint_200ep/split303/prefix_state_action_nn_top80/train,results/final_paper/ablations/can_prefix_positive_endpoint_200ep/split303/prefix_state_action_nn_top80/eval_smoke,prefix_can200_s303_prefix_state_action_nn_top80_seed0_train
303,prefix_bad_aware_state_top80,prefix_bad_aware_state_top80,90,80,77,3,0.963,0.963,0.037,results/final_paper/ablations/can_prefix_positive_endpoint_200ep/split303/prefix_bad_aware_state_top80/setup/config.json,results/final_paper/ablations/can_prefix_positive_endpoint_200ep/split303/prefix_bad_aware_state_top80/train,results/final_paper/ablations/can_prefix_positive_endpoint_200ep/split303/prefix_bad_aware_state_top80/eval_smoke,prefix_can200_s303_prefix_bad_aware_state_top80_seed0_train
