seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.04770496487617493,40,score_gap_posx,50,20,30,0.4,0.4382559657096863,0.6456077694892883,0.9979476928710938
0,adaptive_posmass,41.22486650448825,0.04770496487617493,40,adaptive_posmass_coverage_gap,50,20,30,0.4,0.4382559657096863,0.6456077694892883,0.9979476928710938
0,adaptive_masscap,41.22486650448825,0.04770496487617493,40,adaptive_masscap_coverage_gap,50,20,30,0.4,0.4382559657096863,0.6456077694892883,0.9979476928710938
0,top_posx2,,,20,top_posx2,20,11,9,0.55,0.6561468839645386,0.8008049070835114,0.9979476928710938
0,top_posx3,,,30,top_posx3,30,13,17,0.43333333333333335,0.5858824849128723,0.7368058482805888,0.9979476928710938
0,top_posx4,,,40,top_posx4,40,18,22,0.45,0.5135470628738403,0.6918018713593483,0.9979476928710938
0,neg_max,0.18999196588993073,,,neg_max,75,20,55,0.26666666666666666,0.1955854296684265,0.5305826292435328,0.9979476928710938
0,mid_mean,0.4962388418614864,,,mid_mean,40,18,22,0.45,0.5135470628738403,0.6918018713593483,0.9979476928710938
0,mid_minpos_maxneg,0.5094392970204353,,,mid_minpos_maxneg,40,18,22,0.45,0.5135470628738403,0.6918018713593483,0.9979476928710938
0,pos_p10,0.8407353401184082,,,pos_p10,6,4,2,0.6666666666666666,0.9033975601196289,0.9489740033944448,0.9979476928710938
0,pos_min,0.8288866281509399,,,pos_min,6,4,2,0.6666666666666666,0.9033975601196289,0.9489740033944448,0.9979476928710938
