seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.9972902536392212,0.9975489974021912,0.9984444379806519
0,15,top_15,15,15,0,1.0,0.9960538744926453,0.997210689385732,0.9984444379806519
0,20,top_20,20,20,0,1.0,0.9952284693717957,0.9967882305383682,0.9984444379806519
0,25,top_25,25,25,0,1.0,0.9944770336151123,0.9963879585266113,0.9984444379806519
0,30,top_30,30,30,0,1.0,0.9931512475013733,0.9958949565887452,0.9984444379806519
0,35,top_35,35,35,0,1.0,0.9914766550064087,0.9953384263174875,0.9984444379806519
0,40,top_40,40,40,0,1.0,0.9905431866645813,0.9947922036051751,0.9984444379806519
0,45,top_45,45,45,0,1.0,0.9896494746208191,0.9942767368422614,0.9984444379806519
0,50,top_50,50,50,0,1.0,0.9888383150100708,0.9937615585327149,0.9984444379806519
0,60,top_60,60,60,0,1.0,0.9859875440597534,0.9926656325658162,0.9984444379806519
0,80,top_80,80,80,0,1.0,0.9736738801002502,0.9897745929658412,0.9984444379806519
