seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.8233069777488708,0.864612478017807,0.9201218485832214
0,15,top_15,15,15,0,1.0,0.794931173324585,0.8422702471415202,0.9201218485832214
0,20,top_20,20,18,2,0.9,0.7071766257286072,0.8162895917892456,0.9201218485832214
0,25,top_25,25,22,3,0.88,0.674210250377655,0.7908355879783631,0.9201218485832214
0,30,top_30,30,25,5,0.8333333333333334,0.5893762111663818,0.7646408677101135,0.9201218485832214
0,35,top_35,35,27,8,0.7714285714285715,0.576107919216156,0.738328208242144,0.9201218485832214
0,40,top_40,40,29,11,0.725,0.5084319114685059,0.7128409534692765,0.9201218485832214
0,45,top_45,45,32,13,0.7111111111111111,0.48534196615219116,0.6889169567161136,0.9201218485832214
0,50,top_50,50,33,17,0.66,0.46123209595680237,0.6675986671447753,0.9201218485832214
0,60,top_60,60,38,22,0.6333333333333333,0.39723697304725647,0.6278038874268532,0.9201218485832214
0,80,top_80,80,40,40,0.5,0.208385169506073,0.5497489823028445,0.9201218485832214
