task,split_type,split_seed,method,policy_seed,selected_unlabeled,hidden_positive,hidden_bad,purity,train_demo_count,train_filter_key
can_paired,balanced_80p80b,33,triage_bc,0,40,39,1,0.975,50,final_can_paired_balanced_80p80b_s33_positive_plus_classifier_adaptive_masscap_unlabeled_demos_posx4_cap1p25_max80_seed0_train
