seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.8061912059783936,0.8476847529411315,0.9084998369216919
0,15,top_15,15,15,0,1.0,0.7721911072731018,0.8270000020662943,0.9084998369216919
0,20,top_20,20,20,0,1.0,0.7571081519126892,0.8107316821813584,0.9084998369216919
0,25,top_25,25,24,1,0.96,0.719083309173584,0.7949083328247071,0.9084998369216919
0,30,top_30,30,29,1,0.9666666666666667,0.7137131690979004,0.7816977242628733,0.9084998369216919
0,35,top_35,35,34,1,0.9714285714285714,0.6991716623306274,0.7705723677362715,0.9084998369216919
0,40,top_40,40,39,1,0.975,0.6860126256942749,0.7608057826757431,0.9084998369216919
0,45,top_45,45,43,2,0.9555555555555556,0.6496467590332031,0.7490800248252021,0.9084998369216919
0,50,top_50,50,48,2,0.96,0.6319653391838074,0.7382198536396026,0.9084998369216919
0,60,top_60,60,57,3,0.95,0.587958812713623,0.7170087605714798,0.9084998369216919
0,80,top_80,80,70,10,0.875,0.478518009185791,0.6707657471299171,0.9084998369216919
