split_seed,candidate_id,candidate_tag,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,config_path,train_output_dir,eval_output_dir,train_filter_key
303,state_action_positive_nn_top40,sapn40,50,40,37,3,0.925,0.925,0.037,results/final_paper/ablations/can_coverage_shift_endpoint_200ep/split303/sapn40/setup/config.json,results/final_paper/ablations/can_coverage_shift_endpoint_200ep/split303/sapn40/train,results/final_paper/ablations/can_coverage_shift_endpoint_200ep/split303/sapn40/eval_smoke,cov_can200_s303_sapn40_seed0_train
303,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,50,40,40,0,1.000,1.000,0.000,results/final_paper/ablations/can_coverage_shift_endpoint_200ep/split303/hrfbh40/setup/config.json,results/final_paper/ablations/can_coverage_shift_endpoint_200ep/split303/hrfbh40/train,results/final_paper/ablations/can_coverage_shift_endpoint_200ep/split303/hrfbh40/eval_smoke,cov_can200_s303_hrfbh40_seed0_train
