seed,bad_frac,method,success_rate,trap_rate,avg_return,avg_len
0,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
0,0.5,bc_pos_unlabeled,0.5,0.5,-0.26233333333333336,26.233333333333334
0,0.5,bc_all,0.4666666666666667,0.5333333333333333,-0.323,25.633333333333333
0,0.5,weighted_bc_state_action,0.9333333333333333,0.0,0.5143333333333332,41.9
0,0.5,oracle_good_bc,1.0,0.0,0.5949999999999999,40.5
0,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.5786666666666664,42.13333333333333
0,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.6069999999999998,39.3
0,0.5,tri_signal_gap_demo_bc_max0p1,1.0,0.0,0.6129999999999998,38.7
0,0.5,tri_signal_gap_posterior_bc_max0p1,1.0,0.0,0.5876666666666664,41.233333333333334
0,0.5,tri_signal_posterior_bc_prior0p05,1.0,0.0,0.5956666666666666,40.43333333333333
0,0.5,tri_signal_posterior_bc_prior0p1,1.0,0.0,0.6020000000000001,39.8
0,0.5,tri_signal_rerank,0.0,0.0,-0.7000000000000003,70.0
1,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
1,0.5,bc_pos_unlabeled,0.6,0.4,-0.0826666666666667,28.266666666666666
1,0.5,bc_all,0.5666666666666667,0.43333333333333335,-0.15166666666666673,28.5
1,0.5,weighted_bc_state_action,0.0,0.0,-0.7000000000000003,70.0
1,0.5,oracle_good_bc,1.0,0.0,0.5893333333333332,41.06666666666667
1,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.6173333333333332,38.266666666666666
1,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.5990000000000001,40.1
1,0.5,tri_signal_gap_demo_bc_max0p1,1.0,0.0,0.6029999999999999,39.7
1,0.5,tri_signal_gap_posterior_bc_max0p1,1.0,0.0,0.6173333333333333,38.266666666666666
1,0.5,tri_signal_posterior_bc_prior0p05,1.0,0.0,0.6093333333333332,39.06666666666667
1,0.5,tri_signal_posterior_bc_prior0p1,1.0,0.0,0.6183333333333334,38.166666666666664
1,0.5,tri_signal_rerank,0.0,0.0,-0.7000000000000003,70.0
2,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
2,0.5,bc_pos_unlabeled,0.26666666666666666,0.7333333333333333,-0.6543333333333333,18.766666666666666
2,0.5,bc_all,0.36666666666666664,0.6333333333333333,-0.4869999999999999,22.033333333333335
2,0.5,weighted_bc_state_action,0.0,0.0,-0.7000000000000003,70.0
2,0.5,oracle_good_bc,1.0,0.0,0.6,40.0
2,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.5816666666666664,41.833333333333336
2,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.6126666666666666,38.733333333333334
