split_seed,candidate_id,candidate_tag,train_epochs,epoch_steps,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,success_rate,success_count,eval_episodes,avg_len,checkpoint
202,bad_aware_proxy_top40,bap40,200,100,50,40,38,2,0.950,0.950,0.025,0.12,6,50,137.24,/home/eston/tri-piql/results/final_paper/ablations/lift_hard_negative_endpoint_200ep/split202/bap40/train/lift_hn200_s202_bap40_seed0_bc_rnn_e200/20260625194956/models/model_epoch_200.pth
202,state_action_positive_nn_top40,sapn40,200,100,50,40,0,40,0.000,0.000,0.500,0.02,1,50,149.16,/home/eston/tri-piql/results/final_paper/ablations/lift_hard_negative_endpoint_200ep/split202/sapn40/train/lift_hn200_s202_sapn40_seed0_bc_rnn_e200/20260625194423/models/model_epoch_200.pth
