seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.023741722106933594,40,score_gap_posx,60,20,40,0.3333333333333333,0.27366212010383606,0.5057651619116466,0.9174340963363647
0,adaptive_posmass,32.66094585172891,0.023741722106933594,40,adaptive_posmass_precision_top_posx2,20,16,4,0.8,0.5577964186668396,0.7083067566156387,0.9174340963363647
0,adaptive_masscap,32.66094585172891,0.023741722106933594,40,adaptive_masscap_precision_top_posx2,20,16,4,0.8,0.5577964186668396,0.7083067566156387,0.9174340963363647
0,top_posx2,,,20,top_posx2,20,16,4,0.8,0.5577964186668396,0.7083067566156387,0.9174340963363647
0,top_posx3,,,30,top_posx3,30,18,12,0.6,0.46869468688964844,0.6419848958651225,0.9174340963363647
0,top_posx4,,,40,top_posx4,40,20,20,0.5,0.41150733828544617,0.5905609063804149,0.9174340963363647
0,neg_max,0.302686870098114,,,neg_max,55,20,35,0.36363636363636365,0.3061193823814392,0.525321528044614,0.9174340963363647
0,mid_mean,0.504817547602579,,,mid_mean,24,16,8,0.6666666666666666,0.5297045111656189,0.6800196344653765,0.9174340963363647
0,mid_minpos_maxneg,0.5747629404067993,,,mid_minpos_maxneg,18,16,2,0.8888888888888888,0.5756840705871582,0.724542862839169,0.9174340963363647
0,pos_p10,0.8696618735790252,,,pos_p10,2,2,0,1.0,0.906280517578125,0.9118573069572449,0.9174340963363647
0,pos_min,0.8468390107154846,,,pos_min,2,2,0,1.0,0.906280517578125,0.9118573069572449,0.9174340963363647
