split_seed,candidate_id,candidate_tag,train_epochs,epoch_steps,train_demo_count,selected_unlabeled,selected_hidden_positive,selected_hidden_bad,support_purity,hidden_positive_recall,hidden_bad_admission,success_rate,success_count,eval_episodes,avg_len,checkpoint
101,hybrid_rank_fusion_badaware_heavy_top40,hrfbh40,50,100,50,40,39,1,0.975,0.975,0.013,0.4,4,10,308.0,/home/eston/tri-piql/results/final_paper/ablations/can_coverage_shift_endpoint_smoke/split101/hrfbh40/train/cov_can_s101_hrfbh40_seed0_bc_rnn_e50/20260625035000/models/model_epoch_50.pth
101,bad_aware_proxy_top40,bap40,50,100,50,40,40,0,1.000,1.000,0.000,0.2,2,10,350.8,/home/eston/tri-piql/results/final_paper/ablations/can_coverage_shift_endpoint_smoke/split101/bap40/train/cov_can_s101_bap40_seed0_bc_rnn_e50/20260625034844/models/model_epoch_50.pth
101,state_action_positive_nn_top40,sapn40,50,100,50,40,34,6,0.850,0.850,0.075,0.0,0,10,400.0,/home/eston/tri-piql/results/final_paper/ablations/can_coverage_shift_endpoint_smoke/split101/sapn40/train/cov_can_s101_sapn40_seed0_bc_rnn_e50/20260625034727/models/model_epoch_50.pth
