seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.0238192081451416,40,score_gap_posx,73,40,33,0.547945205479452,0.3678058683872223,0.5906114161831059,0.8895639777183533
0,adaptive_posmass,49.47595354787238,0.0238192081451416,40,adaptive_posmass_coverage_gap,73,40,33,0.547945205479452,0.3678058683872223,0.5906114161831059,0.8895639777183533
0,adaptive_masscap,49.47595354787238,0.0238192081451416,40,adaptive_masscap_top_estimated_mass,50,36,14,0.72,0.5008993148803711,0.6628337442874909,0.8895639777183533
0,top_posx2,,,20,top_posx2,20,19,1,0.95,0.6928479671478271,0.7916865736246109,0.8895639777183533
0,top_posx3,,,30,top_posx3,30,26,4,0.8666666666666667,0.6092357039451599,0.7414593636989594,0.8895639777183533
0,top_posx4,,,40,top_posx4,40,32,8,0.8,0.538707971572876,0.699086207151413,0.8895639777183533
0,neg_max,0.2775877118110657,,,neg_max,82,40,42,0.4878048780487805,0.2994637191295624,0.5607262911593042,0.8895639777183533
0,mid_mean,0.5020676404237747,,,mid_mean,49,35,14,0.7142857142857143,0.5065526366233826,0.6661385285611056,0.8895639777183533
0,mid_minpos_maxneg,0.503540575504303,,,mid_minpos_maxneg,49,35,14,0.7142857142857143,0.5065526366233826,0.6661385285611056,0.8895639777183533
0,pos_p10,0.7408873558044433,,,pos_p10,17,17,0,1.0,0.7475020289421082,0.8074799600769492,0.8895639777183533
0,pos_min,0.7294934391975403,,,pos_min,17,17,0,1.0,0.7475020289421082,0.8074799600769492,0.8895639777183533
1,score_gap_posx,,0.023947060108184814,40,score_gap_posx,77,40,37,0.5194805194805194,0.36289897561073303,0.5910140829426902,0.8971351385116577
1,adaptive_posmass,51.661037674982104,0.023947060108184814,40,adaptive_posmass_coverage_gap,77,40,37,0.5194805194805194,0.36289897561073303,0.5910140829426902,0.8971351385116577
1,adaptive_masscap,51.661037674982104,0.023947060108184814,40,adaptive_masscap_top_estimated_mass,52,36,16,0.6923076923076923,0.48607316613197327,0.6679399770039779,0.8971351385116577
1,top_posx2,,,20,top_posx2,20,20,0,1.0,0.7060146927833557,0.8043810188770294,0.8971351385116577
1,top_posx3,,,30,top_posx3,30,27,3,0.9,0.6246169209480286,0.7544273455937703,0.8971351385116577
1,top_posx4,,,40,top_posx4,40,31,9,0.775,0.5499919652938843,0.7142155140638351,0.8971351385116577
1,neg_max,0.2812013328075409,,,neg_max,83,40,43,0.4819277108433735,0.28477856516838074,0.5711069857499685,0.8971351385116577
1,mid_mean,0.4938354633748532,,,mid_mean,50,35,15,0.7,0.4977059066295624,0.6751643651723862,0.8971351385116577
1,mid_minpos_maxneg,0.5118042379617691,,,mid_minpos_maxneg,47,34,13,0.723404255319149,0.515270471572876,0.6862691742308596,0.8971351385116577
1,pos_p10,0.7526539862155914,,,pos_p10,15,15,0,1.0,0.7674674391746521,0.8286056915918986,0.8971351385116577
1,pos_min,0.7424071431159973,,,pos_min,17,17,0,1.0,0.7459375858306885,0.8191752538961523,0.8971351385116577
2,score_gap_posx,,0.03666582703590393,40,score_gap_posx,72,40,32,0.5555555555555556,0.3691454827785492,0.5815849656032192,0.8756449818611145
2,adaptive_posmass,47.143512414474024,0.03666582703590393,40,adaptive_posmass_coverage_gap,72,40,32,0.5555555555555556,0.3691454827785492,0.5815849656032192,0.8756449818611145
2,adaptive_masscap,47.143512414474024,0.03666582703590393,40,adaptive_masscap_top_estimated_mass,48,37,11,0.7708333333333334,0.48336854577064514,0.6586938674251238,0.8756449818611145
2,top_posx2,,,20,top_posx2,20,20,0,1.0,0.7220404744148254,0.7875964790582657,0.8756449818611145
2,top_posx3,,,30,top_posx3,30,29,1,0.9666666666666667,0.5893158316612244,0.7350380738576253,0.8756449818611145
2,top_posx4,,,40,top_posx4,40,34,6,0.85,0.5301059484481812,0.6901658356189728,0.8756449818611145
2,neg_max,0.3048359453678131,,,neg_max,75,40,35,0.5333333333333333,0.32361528277397156,0.5714842279752096,0.8756449818611145
2,mid_mean,0.5000523332506418,,,mid_mean,44,34,10,0.7727272727272727,0.5007107853889465,0.6737602651119232,0.8756449818611145
2,mid_minpos_maxneg,0.5245071798563004,,,mid_minpos_maxneg,40,34,6,0.85,0.5301059484481812,0.6901658356189728,0.8756449818611145
2,pos_p10,0.749769639968872,,,pos_p10,17,17,0,1.0,0.7499679327011108,0.7977998887791353,0.8756449818611145
2,pos_min,0.7441784143447876,,,pos_min,17,17,0,1.0,0.7499679327011108,0.7977998887791353,0.8756449818611145
