seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.0013633370399475098,40,score_gap_posx,79,78,1,0.9873417721518988,0.980339765548706,0.99035970772369,0.9982291460037231
0,adaptive_posmass,450.206743885474,0.0013633370399475098,40,adaptive_posmass_coverage_gap,79,78,1,0.9873417721518988,0.980339765548706,0.99035970772369,0.9982291460037231
0,adaptive_masscap,450.206743885474,0.0013633370399475098,40,adaptive_masscap_coverage_gap,79,78,1,0.9873417721518988,0.980339765548706,0.99035970772369,0.9982291460037231
0,top_posx2,,,20,top_posx2,20,20,0,1.0,0.9952477216720581,0.996714523434639,0.9982291460037231
0,top_posx3,,,30,top_posx3,30,30,0,1.0,0.9939771294593811,0.995995718240738,0.9982291460037231
0,top_posx4,,,40,top_posx4,40,40,0,1.0,0.9915136694908142,0.9951048597693444,0.9982291460037231
0,neg_max,0.0989425778388977,,,neg_max,731,264,467,0.36114911080711354,0.09910198301076889,0.5972121796493002,0.9982291460037231
0,mid_mean,0.5002356089651585,,,mid_mean,422,247,175,0.5853080568720379,0.5029683113098145,0.8412529514016698,0.9982291460037231
0,mid_minpos_maxneg,0.5143847763538361,,,mid_minpos_maxneg,415,247,168,0.5951807228915663,0.5161304473876953,0.8468702557575272,0.9982291460037231
0,pos_p10,0.965956062078476,,,pos_p10,120,113,7,0.9416666666666667,0.9660293459892273,0.9842286388079325,0.9982291460037231
0,pos_min,0.9298269748687744,,,pos_min,172,149,23,0.8662790697674418,0.9301170110702515,0.9736689530139746,0.9982291460037231
