seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.012195110321044922,40,score_gap_posx,279,223,56,0.7992831541218638,0.5434873700141907,0.8267217312662405,0.994234025478363
0,adaptive_posmass,344.6088456096082,0.012195110321044922,40,adaptive_posmass_coverage_gap,279,223,56,0.7992831541218638,0.5434873700141907,0.8267217312662405,0.994234025478363
0,adaptive_masscap,344.6088456096082,0.012195110321044922,40,adaptive_masscap_coverage_gap,279,223,56,0.7992831541218638,0.5434873700141907,0.8267217312662405,0.994234025478363
0,top_posx2,,,20,top_posx2,20,20,0,1.0,0.9845443964004517,0.9878022640943527,0.994234025478363
0,top_posx3,,,30,top_posx3,30,29,1,0.9666666666666667,0.9819417595863342,0.9862669169902801,0.994234025478363
0,top_posx4,,,40,top_posx4,40,39,1,0.975,0.9802923798561096,0.984952861070633,0.994234025478363
0,neg_max,0.3178037405014038,,,neg_max,435,245,190,0.5632183908045977,0.3180252015590668,0.6771097491527426,0.994234025478363
0,mid_mean,0.5006448668660596,,,mid_mean,298,227,71,0.761744966442953,0.5047488808631897,0.8071444924645776,0.994234025478363
0,mid_minpos_maxneg,0.48684802651405334,,,mid_minpos_maxneg,305,228,77,0.7475409836065574,0.48845335841178894,0.7999314383405154,0.994234025478363
0,pos_p10,0.8887903988361359,,,pos_p10,119,115,4,0.9663865546218487,0.8889688849449158,0.9593604783050153,0.994234025478363
0,pos_min,0.6558923125267029,,,pos_min,230,203,27,0.8826086956521739,0.6559332013130188,0.876285668818847,0.994234025478363
1,score_gap_posx,,0.011349797248840332,40,score_gap_posx,244,206,38,0.8442622950819673,0.6659716963768005,0.8726215516446066,0.9947450757026672
1,adaptive_posmass,351.0686906040772,0.011349797248840332,40,adaptive_posmass_coverage_gap,244,206,38,0.8442622950819673,0.6659716963768005,0.8726215516446066,0.9947450757026672
1,adaptive_masscap,351.0686906040772,0.011349797248840332,40,adaptive_masscap_coverage_gap,244,206,38,0.8442622950819673,0.6659716963768005,0.8726215516446066,0.9947450757026672
1,top_posx2,,,20,top_posx2,20,20,0,1.0,0.9854841828346252,0.9885251551866532,0.9947450757026672
1,top_posx3,,,30,top_posx3,30,29,1,0.9666666666666667,0.9825649857521057,0.9869346737861633,0.9947450757026672
1,top_posx4,,,40,top_posx4,40,39,1,0.975,0.9806256890296936,0.9856629818677902,0.9947450757026672
1,neg_max,0.3265579342842102,,,neg_max,441,246,195,0.5578231292517006,0.32679983973503113,0.6917220356783359,0.9947450757026672
1,mid_mean,0.5016195231117309,,,mid_mean,311,230,81,0.7395498392282959,0.5021296143531799,0.8084215023509942,0.9947450757026672
1,mid_minpos_maxneg,0.49330753087997437,,,mid_minpos_maxneg,320,232,88,0.725,0.49363404512405396,0.7996740064583718,0.9947450757026672
1,pos_p10,0.8898032426834106,,,pos_p10,119,115,4,0.9663865546218487,0.8907787799835205,0.9611129911005998,0.9947450757026672
1,pos_min,0.6600571274757385,,,pos_min,244,206,38,0.8442622950819673,0.6659716963768005,0.8726215516446066,0.9947450757026672
2,score_gap_posx,,0.013788461685180664,40,score_gap_posx,257,212,45,0.8249027237354085,0.6118058562278748,0.8492617604797452,0.9944073557853699
2,adaptive_posmass,344.91888424221213,0.013788461685180664,40,adaptive_posmass_coverage_gap,257,212,45,0.8249027237354085,0.6118058562278748,0.8492617604797452,0.9944073557853699
2,adaptive_masscap,344.91888424221213,0.013788461685180664,40,adaptive_masscap_coverage_gap,257,212,45,0.8249027237354085,0.6118058562278748,0.8492617604797452,0.9944073557853699
2,top_posx2,,,20,top_posx2,20,19,1,0.95,0.985461950302124,0.987870067358017,0.9944073557853699
2,top_posx3,,,30,top_posx3,30,29,1,0.9666666666666667,0.9809937477111816,0.9861002127329509,0.9944073557853699
2,top_posx4,,,40,top_posx4,40,39,1,0.975,0.978110134601593,0.9845637395977974,0.9944073557853699
2,neg_max,0.3259013891220093,,,neg_max,420,245,175,0.5833333333333334,0.32707327604293823,0.6929928767539206,0.9944073557853699
2,mid_mean,0.4996852226555348,,,mid_mean,307,227,80,0.739413680781759,0.5007636547088623,0.7997216273596698,0.9944073557853699
2,mid_minpos_maxneg,0.4920453429222107,,,mid_minpos_maxneg,311,229,82,0.7363344051446945,0.49244940280914307,0.7958134694498068,0.9944073557853699
2,pos_p10,0.8826429843902588,,,pos_p10,120,117,3,0.975,0.8829809427261353,0.956475219130516,0.9944073557853699
2,pos_min,0.6581892967224121,,,pos_min,238,206,32,0.865546218487395,0.6612117290496826,0.8665521310157135,0.9944073557853699
