seed,labeled_positive_demo_count,labeled_negative_demo_count,labeled_positive_mean,labeled_positive_min,labeled_positive_p10,labeled_positive_p50,labeled_positive_p90,labeled_positive_max,labeled_negative_mean,labeled_negative_min,labeled_negative_p10,labeled_negative_p50,labeled_negative_p90,labeled_negative_max
0,10,10,0.9661575794219971,0.8744948506355286,0.9452162265777588,0.9738989174365997,0.9971601128578186,0.9979044795036316,0.030370819049130658,0.00019979225180577487,0.0013910594090702944,0.0228941785171628,0.0679094061255455,0.06898250430822372
1,10,10,0.9662370443344116,0.8750531077384949,0.9432760059833527,0.9722192287445068,0.9975206732749939,0.9982302784919739,0.03232081612222828,0.0002905047149397433,0.0027998901496175677,0.022762246429920197,0.0746633380651474,0.08174662292003632
2,10,10,0.9665316581726074,0.870810866355896,0.9406470060348511,0.9738774597644806,0.9973374128341674,0.997787594795227,0.03638366662489716,0.000457847403595224,0.0030696944013470784,0.028367286548018456,0.07897407412528992,0.0802791565656662
