seed,threshold_name,threshold,score_gap,effective_min,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,score_gap_posx,,0.0020438432693481445,40,score_gap_posx,1080,497,583,0.4601851851851852,0.8622841238975525,0.9560297765665584,0.9992043972015381
0,adaptive_posmass,1955.9040771456066,0.0020438432693481445,40,adaptive_posmass_coverage_gap,1080,497,583,0.4601851851851852,0.8622841238975525,0.9560297765665584,0.9992043972015381
0,adaptive_masscap,1955.9040771456066,0.0020438432693481445,40,adaptive_masscap_coverage_gap,1080,497,583,0.4601851851851852,0.8622841238975525,0.9560297765665584,0.9992043972015381
0,top_posx2,,,20,top_posx2,20,15,5,0.75,0.9985566139221191,0.9989051163196564,0.9992043972015381
0,top_posx3,,,30,top_posx3,30,24,6,0.8,0.9982534646987915,0.9987325727939605,0.9992043972015381
0,top_posx4,,,40,top_posx4,40,33,7,0.825,0.9979041814804077,0.9985683426260948,0.9992043972015381
0,neg_max,0.06898250430822372,,,neg_max,2982,688,2294,0.2307176391683434,0.06955961138010025,0.6465797959948689,0.9992043972015381
0,mid_mean,0.49826419923556386,,,mid_mean,1998,660,1338,0.3303303303303303,0.4984195828437805,0.8374484963603206,0.9992043972015381
0,mid_minpos_maxneg,0.47173867747187614,,,mid_minpos_maxneg,2049,666,1383,0.32503660322108346,0.4720192849636078,0.8286280622855811,0.9992043972015381
0,pos_p10,0.9452162265777588,,,pos_p10,714,378,336,0.5294117647058824,0.9452356100082397,0.9800791815549386,0.9992043972015381
0,pos_min,0.8744948506355286,,,pos_min,1039,485,554,0.4667949951876805,0.8746287822723389,0.9594885810736399,0.9992043972015381
1,score_gap_posx,,0.0020536184310913086,40,score_gap_posx,940,465,475,0.4946808510638298,0.8924643993377686,0.9616473015952618,0.9994710087776184
1,adaptive_posmass,1928.295049202438,0.0020536184310913086,40,adaptive_posmass_coverage_gap,940,465,475,0.4946808510638298,0.8924643993377686,0.9616473015952618,0.9994710087776184
1,adaptive_masscap,1928.295049202438,0.0020536184310913086,40,adaptive_masscap_coverage_gap,940,465,475,0.4946808510638298,0.8924643993377686,0.9616473015952618,0.9994710087776184
1,top_posx2,,,20,top_posx2,20,14,6,0.7,0.9982743263244629,0.9988069593906402,0.9994710087776184
1,top_posx3,,,30,top_posx3,30,24,6,0.8,0.9978728294372559,0.9985654513041179,0.9994710087776184
1,top_posx4,,,40,top_posx4,40,31,9,0.775,0.9972438812255859,0.9983041971921921,0.9994710087776184
1,neg_max,0.08174662292003632,,,neg_max,2878,688,2190,0.23905489923558026,0.08177363872528076,0.6590974559519464,0.9994710087776184
1,mid_mean,0.49927893022831993,,,mid_mean,1975,663,1312,0.33569620253164556,0.4993215501308441,0.834240653937376,0.9994710087776184
1,mid_minpos_maxneg,0.4783998653292656,,,mid_minpos_maxneg,2008,664,1344,0.33067729083665337,0.4798920750617981,0.8285583684079914,0.9994710087776184
1,pos_p10,0.9432760059833527,,,pos_p10,679,373,306,0.5493372606774669,0.943337619304657,0.9783464183863554,0.9994710087776184
1,pos_min,0.8750531077384949,,,pos_min,996,482,514,0.4839357429718876,0.8750558495521545,0.9572121192173786,0.9994710087776184
2,score_gap_posx,,0.0013512969017028809,40,score_gap_posx,592,343,249,0.5793918918918919,0.9559401273727417,0.9832448820407326,0.999515175819397
2,adaptive_posmass,1959.5462514287462,0.0013512969017028809,40,adaptive_posmass_coverage_gap,592,343,249,0.5793918918918919,0.9559401273727417,0.9832448820407326,0.999515175819397
2,adaptive_masscap,1959.5462514287462,0.0013512969017028809,40,adaptive_masscap_coverage_gap,592,343,249,0.5793918918918919,0.9559401273727417,0.9832448820407326,0.999515175819397
2,top_posx2,,,20,top_posx2,20,16,4,0.8,0.9986637234687805,0.999066424369812,0.999515175819397
2,top_posx3,,,30,top_posx3,30,24,6,0.8,0.9983631372451782,0.9988696177800497,0.999515175819397
2,top_posx4,,,40,top_posx4,40,34,6,0.85,0.9979665279388428,0.998684772849083,0.999515175819397
2,neg_max,0.0802791565656662,,,neg_max,2932,688,2244,0.23465211459754434,0.08053277432918549,0.6598762216663946,0.999515175819397
2,mid_mean,0.5014576623987523,,,mid_mean,1990,660,1330,0.3316582914572864,0.50191730260849,0.8390854985570189,0.999515175819397
2,mid_minpos_maxneg,0.4755450114607811,,,mid_minpos_maxneg,2040,664,1376,0.3254901960784314,0.47569093108177185,0.8304460849393817,0.999515175819397
2,pos_p10,0.9406470060348511,,,pos_p10,704,385,319,0.546875,0.9406476020812988,0.9777062789283015,0.999515175819397
2,pos_min,0.870810866355896,,,pos_min,1042,493,549,0.4731285988483685,0.8711134791374207,0.9551916807718331,0.999515175819397
