seed,k,rule,selected_demo_count,selected_hidden_positive_demos,selected_hidden_bad_demos,selected_hidden_positive_purity,selected_score_min,selected_score_mean,selected_score_max
0,10,top_10,10,10,0,1.0,0.9908978343009949,0.9918146848678588,0.992784321308136
0,15,top_15,15,13,2,0.8666666666666667,0.9902266263961792,0.9913381536801656,0.992784321308136
0,20,top_20,20,17,3,0.85,0.9897525906562805,0.990979689359665,0.992784321308136
0,25,top_25,25,22,3,0.88,0.9890433549880981,0.9906454229354859,0.992784321308136
0,30,top_30,30,27,3,0.9,0.9878180027008057,0.9902575790882111,0.992784321308136
0,35,top_35,35,32,3,0.9142857142857143,0.9874002933502197,0.9898732032094683,0.992784321308136
0,40,top_40,40,37,3,0.925,0.9868516325950623,0.9895267754793167,0.992784321308136
0,45,top_45,45,42,3,0.9333333333333333,0.9856927394866943,0.9891373780038621,0.992784321308136
0,50,top_50,50,47,3,0.94,0.9852020144462585,0.9887571549415588,0.992784321308136
0,60,top_60,60,57,3,0.95,0.9844069480895996,0.988093779484431,0.992784321308136
0,80,top_80,80,76,4,0.95,0.9812148213386536,0.9867704138159752,0.992784321308136
