seed,bad_frac,method,success_rate,trap_rate,avg_return,avg_len
0,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
0,0.5,bc_pos_unlabeled,0.4666666666666667,0.5333333333333333,-0.33033333333333326,26.366666666666667
0,0.5,bc_all,0.43333333333333335,0.5666666666666667,-0.36699999999999994,23.366666666666667
0,0.5,weighted_bc_state_action,1.0,0.0,0.6229999999999999,37.7
0,0.5,oracle_good_bc,1.0,0.0,0.585333333333333,41.46666666666667
0,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.5933333333333334,40.666666666666664
0,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.6086666666666665,39.13333333333333
0,0.5,tri_signal_gap_demo_bc_max0p1,1.0,0.0,0.5943333333333332,40.56666666666667
0,0.5,tri_signal_gap_posterior_bc_max0p1,1.0,0.0,0.6086666666666666,39.13333333333333
0,0.5,tri_signal_posterior_bc_prior0p05,1.0,0.0,0.5926666666666666,40.733333333333334
0,0.5,tri_signal_posterior_bc_prior0p1,1.0,0.0,0.5926666666666666,40.733333333333334
0,0.5,tri_signal_rerank,0.0,0.0,-0.7000000000000003,70.0
1,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
1,0.5,bc_pos_unlabeled,0.5666666666666667,0.43333333333333335,-0.1456666666666667,27.9
1,0.5,bc_all,0.7,0.3,0.08199999999999992,31.8
1,0.5,weighted_bc_state_action,0.0,0.0,-0.7000000000000003,70.0
1,0.5,oracle_good_bc,1.0,0.0,0.5876666666666666,41.233333333333334
1,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.6073333333333333,39.266666666666666
1,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.6136666666666666,38.63333333333333
1,0.5,tri_signal_gap_demo_bc_max0p1,1.0,0.0,0.5949999999999999,40.5
1,0.5,tri_signal_gap_posterior_bc_max0p1,1.0,0.0,0.6006666666666667,39.93333333333333
1,0.5,tri_signal_posterior_bc_prior0p05,1.0,0.0,0.5966666666666666,40.333333333333336
1,0.5,tri_signal_posterior_bc_prior0p1,1.0,0.0,0.602,39.8
1,0.5,tri_signal_rerank,0.0,0.0,-0.7000000000000003,70.0
2,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
2,0.5,bc_pos_unlabeled,0.23333333333333334,0.7666666666666667,-0.705,17.166666666666668
2,0.5,bc_all,0.36666666666666664,0.6333333333333333,-0.4889999999999998,22.233333333333334
2,0.5,weighted_bc_state_action,0.0,0.0,-0.7000000000000003,70.0
2,0.5,oracle_good_bc,1.0,0.0,0.6116666666666665,38.833333333333336
2,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.5966666666666666,40.333333333333336
2,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.6059999999999999,39.4
2,0.5,tri_signal_gap_demo_bc_max0p1,1.0,0.0,0.6046666666666667,39.53333333333333
2,0.5,tri_signal_gap_posterior_bc_max0p1,1.0,0.0,0.6099999999999998,39.0
2,0.5,tri_signal_posterior_bc_prior0p05,1.0,0.0,0.6,40.0
2,0.5,tri_signal_posterior_bc_prior0p1,1.0,0.0,0.6216666666666666,37.833333333333336
2,0.5,tri_signal_rerank,0.0,0.0,-0.7000000000000003,70.0
3,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
3,0.5,bc_pos_unlabeled,0.5666666666666667,0.43333333333333335,-0.14400000000000004,27.733333333333334
3,0.5,bc_all,0.36666666666666664,0.6333333333333333,-0.4826666666666666,21.6
3,0.5,weighted_bc_state_action,0.0,0.0,-0.7000000000000003,70.0
3,0.5,oracle_good_bc,1.0,0.0,0.592,40.8
3,0.5,tri_signal_top_demo_bc_frac0p05,1.0,0.0,0.6063333333333332,39.36666666666667
3,0.5,tri_signal_top_demo_bc_frac0p1,1.0,0.0,0.6076666666666666,39.233333333333334
3,0.5,tri_signal_gap_demo_bc_max0p1,1.0,0.0,0.6066666666666666,39.333333333333336
3,0.5,tri_signal_gap_posterior_bc_max0p1,1.0,0.0,0.6189999999999999,38.1
3,0.5,tri_signal_posterior_bc_prior0p05,1.0,0.0,0.5983333333333333,40.166666666666664
3,0.5,tri_signal_posterior_bc_prior0p1,1.0,0.0,0.5923333333333332,40.766666666666666
3,0.5,tri_signal_rerank,0.0,0.0,-0.7000000000000003,70.0
4,0.5,bc_positive_prefix,0.0,0.0,-0.7000000000000003,70.0
4,0.5,bc_pos_unlabeled,0.43333333333333335,0.5666666666666667,-0.3806666666666666,24.733333333333334
4,0.5,bc_all,0.43333333333333335,0.5666666666666667,-0.36466666666666664,23.133333333333333
4,0.5,weighted_bc_state_action,1.0,0.0,0.6059999999999999,39.4
